"PC1" "PC2" "PC3" "PC4" "pop" "ecotype" "sex" "size" "genotype"
"165" 0.00850602610452051 0.000126007898324057 -0.00195865292334956 0.00578185419655523 "NOT" "fall_run" "F" 1.00010504177754 "fall_run"
"166" 0.0244681686647454 -0.00179620026789352 0.0102061011065588 -0.0112004851824588 "NOT" "fall_run" "F" 1.0005293575415 "fall_run"
"167" 0.0112579001206621 0.0225444437339317 0.00820899724670051 -0.0100000646097566 "NOT" "fall_run" "F" 1.00045878211405 "fall_run"
"168" 0.00487855451302909 -0.0123059119030215 -0.00550641732646519 -0.00160652522035169 "NOT" "fall_run" "F" 1.00015267287237 "fall_run"
"169" 0.00497293544765832 0.00646195729200742 -0.00560393723607944 -0.00261215438641486 "NOT" "fall_run" "F" 1.00012858557294 "fall_run"
"170" 0.0157877627452141 -0.00779667060041986 0.00570808100146002 -0.00200014028446225 "NOT" "summer_run" "M" 1.00027198534807 "summer_run"
"171" 0.0257798571447695 -0.000862020234731533 0.00496504387483349 -0.00208912362693122 "NOT" "fall_run" "M" 1.00041717944076 "fall_run"
"172" -0.000398153239254695 0.00931613748999345 0.0113780511183772 0.0100377892454412 "NOT" "fall_run" "F" 1.0003019109025 "fall_run"
"173" 0.00975499769006201 -0.0145464766166786 0.0166002574044649 0.00784467894485621 "NOT" "summer_run" "M" 1.00038501266703 "summer_run"
"174" 0.0154255973860759 0.00811665667134283 0.000759089522378889 0.00139910892367841 "NOT" "summer_run" "F" 1.00025669509942 "summer_run"
"175" -0.00308788111220424 0.00664870493173776 -0.00296116092545563 0.00773466837900732 "NOT" "fall_run" "F" 1.00012188962328 "fall_run"
"176" 0.00222664788501355 0.00396723439044474 -0.00149461432314488 0.0115515544767529 "NOT" "fall_run" "F" 1.00015653120649 "fall_run"
"177" 0.00971032248357106 -0.00608537089817598 -0.00903392960446884 -0.00125879842670578 "NOT" "fall_run" "M" 1.00014906667468 "fall_run"
"178" -0.000360242006966606 0.0134222932782746 0.00400356403679158 -0.00570645665606449 "NOT" "fall_run" "F" 1.00018204596754 "fall_run"
"179" -0.00942559792774782 0.0135393938482949 0.000350441631237493 0.00541365386271263 "NOT" "fall_run" "F" 1.00022533499108 "fall_run"
"180" 0.00589042723327505 -0.010338367985419 -0.00238502931119474 0.00800756351106926 "NOT" "fall_run" "M" 1.00028135543656 "fall_run"
"181" 0.00427123280879236 0.00611472314457626 0.00538963399856955 0.00440868470038502 "NOT" "fall_run" "M" 1.00013640285866 "fall_run"
"182" 0.0198580820197997 -0.00255661853514401 0.00857675191684827 0.00429541060398421 "NOT" "fall_run" "M" 1.0002807185627 "fall_run"
"183" 0.0047909995465131 -0.00708977899241799 -0.000380214138189393 0.00782844099351607 "NOT" "summer_run" "M" 1.00012977126395 "summer_run"
"184" 0.000395952247597351 -0.00546553681692671 -0.00383143156826149 -0.000430484785484556 "NOT" "summer_run" "M" 1.00010617402122 "summer_run"
"185" 0.00958655698693048 0.00138751513053189 -0.0165653152271055 -0.00426896603548058 "NOT" "fall_run" "F" 1.000242313042 "fall_run"
"186" -0.00773069178340822 -0.00184487899863484 -0.00597783472438562 0.00267101714475112 "NOT" "fall_run" "M" 1.00013984382176 "fall_run"
"187" 0.00879601374603585 0.0198174011832202 -0.0104394773838467 0.000973101888983711 "NOT" "fall_run" "F" 1.00034726135722 "fall_run"
"188" 0.00767978636477797 -0.0155963261564523 -0.00353012339124143 -0.00193055615073247 "NOT" "fall_run" "M" 1.00025809840208 "fall_run"
"189" 0.00449632408061557 -0.000223137942211197 -0.0101624492741392 0.00330239790276164 "NOT" "fall_run" "M" 1.00016763680497 "fall_run"
"190" -0.00281836948978644 -0.0011720591343841 0.00368602563809801 0.00955642093299546 "NOT" "fall_run" "F" 1.00014654791708 "fall_run"
