sample_id,FISHES_id,long_tot,long_fourche,mass,sex,egg_dvpment,pop,ecotype,true_eco,genotype,STL,MXL,MDL,POL,OOL,PSL,TTL,DOL,LUL,ANL,CPL,CPD,PCL,PVL,BDD,HDD,AMO,HEA,lower_gill_raker,upper_gill_raker,middle_gill_raker_length,data.sample_id,pc1_geomorph,true_age,confiance,X1_um,X2_um,X3_um,X4_um,X5_um,X6_um,X7_um,X8_um,X9_um,infered_age
NOT_68EARLY,coarNOTs_7568-21,392,361,585,F,3,NOT_summer,summer_run,summer_run,NOT_summer,32.97,2.05,3.18,1.47,1.38,4,10.58,3.73,8.55,3.63,2.68,4.21,4.74,4.64,7.5,3.15,56.19,5.17,23,16,55,NOT_68EARLY,-0.012667421,5,1,789.0773,1093.2495,1326.5902,1462.3499,1574.7275,1695.8468,NA,NA,NA,5
RUP_1,coarRUPs_7601-21,335,306,350,F,4,RUP,fall_run,fall_run,RUP,27.4,1.94,2.68,1.43,1.24,3.41,8.31,3.05,7.27,2.72,2.19,3.63,3.75,3.49,6.59,2.61,55.56,4.33,26,15,53,RUP_1,0.00273761,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_2,coarRUPs_7602-21,359,330,446,F,4,RUP,fall_run,fall_run,RUP,29,1.79,2.75,1.21,1.23,3.47,9.3,3.49,7.23,3.11,2.34,4.03,3.9,3.63,7.51,2.78,80.07,4.26,29,17,49,RUP_2,-0.00211615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RUP_3,coarRUPs_7603-21,345,314,373,M,4,RUP,fall_run,fall_run,RUP,27.91,1.88,2.86,1.24,1.21,3.41,8.5,3.21,7.03,2.78,2.23,4.23,3.97,3.14,6.44,2.91,68.5,4.01,28,16,60,RUP_3,0.009548487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_4,coarRUPs_7604-21,334,305,370,F,4,RUP,fall_run,fall_run,RUP,27.09,1.8,2.67,1.23,1.17,3.14,8.99,3.18,6.93,2.83,1.91,3.5,3.66,3.12,6.66,2.62,57.98,3.78,29,17,57,RUP_4,-0.004567603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_5,coarRUPs_7605-21,366,330,364,F,4,RUP,fall_run,fall_run,RUP,28.81,1.98,2.83,1.43,1.29,3.34,8.62,3.62,7.58,2.98,2.37,4.12,4.39,3.58,7.31,2.66,64.4,4.27,26,15,60,RUP_5,0.013815503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_6,coarRUPs_7606-21,327,365,462,F,4,RUP,fall_run,fall_run,RUP,28.72,1.95,2.79,1.16,1.32,3.15,9.55,2.94,7.16,2.64,2.3,4.2,4.45,3.81,7.15,2.88,57.9,4.09,NA,NA,NA,RUP_6,0.000525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RUP_7,coarRUPs_7607-21,318,350,419,F,4,RUP,fall_run,fall_run,RUP,27.83,1.79,2.65,1.19,1.16,3.32,8.59,3.24,7.2,2.66,2.22,3.95,3.91,3.6,6.74,2.78,49.08,4.13,27,16,52,RUP_7,0.006348065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RUP_8,coarRUPs_7608-21,307,335,385,M,4,RUP,fall_run,fall_run,RUP,27.25,1.71,2.59,1.19,1.1,3.53,8.41,3.31,6.97,2.62,2.14,4.26,3.94,4.28,6.94,2.63,68.62,4.14,29,17,NA,RUP_8,0.004516779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_9,coarRUPs_7609-21,297,330,345,M,4,RUP,fall_run,fall_run,RUP,26.37,1.87,2.57,1.25,1.18,3.14,7.7,3.06,7.01,2.95,2.16,3.83,3.74,3.4,6.11,2.62,59.33,4.4,29,17,54,RUP_9,0.022142686,5,1,746.0572,1193.173,1394.7947,1533.7262,1659.953,1726.4551,NA,NA,NA,5
RUP_10,coarRUPs_7610-21,332,304,305,M,4,RUP,fall_run,fall_run,RUP,27.78,1.79,2.68,1.28,1.23,3.29,7.99,3.12,6.86,2.73,2.01,4.14,3.44,3.38,5.87,2.74,48.61,4.05,25,15,52,RUP_10,0.013457838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_11,coarRUPs_7611-21,357,327,409,F,4,RUP,fall_run,fall_run,RUP,29.16,1.71,2.51,1.29,1.25,3.22,8.98,3.42,7.22,2.89,2.14,4.21,3.95,3.48,7.03,2.49,46.23,4.09,28,16,46,RUP_11,0.002678521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_12,coarRUPs_7612-21,321,293,325,F,4,RUP,fall_run,fall_run,RUP,26.19,1.7,2.74,1.15,1.15,3.14,8.57,2.88,6.6,1.97,1.8,3.8,3.61,3.16,6.45,2.63,64.31,3.99,27,16,57,RUP_12,0.001988202,5,2,734.3242,1003.0413,1266.8738,1594.6236,1731.5981,1788.9433,NA,NA,NA,5
RUP_13,coarRUPs_7613-21,326,295,321,F,4,RUP,fall_run,fall_run,RUP,26.5,1.87,2.74,1.29,1.25,3.27,7.93,3.59,6.4,2.97,2.13,3.5,4.13,3.79,6.33,2.75,64.53,4.13,29,17,47,RUP_13,8.38E-05,4,1,750.3779,1042.7552,1264.1347,1444.9497,1536.9914,NA,NA,NA,NA,4
RUP_14,coarRUPs_7614-21,346,315,400,F,4,RUP,fall_run,fall_run,RUP,26.44,1.93,2.93,1.42,1.25,3.27,9.04,3.1,7.45,2.7,2.16,4.07,3.76,3.49,6.83,2.96,61.44,4.23,29,16,46,RUP_14,0.001809761,5,1,812.1769,1168.3781,1390.3996,1594.6239,1748.9518,1827.6801,NA,NA,NA,5
RUP_15,coarRUPs_7615-21,302,275,272,M,4,RUP,fall_run,fall_run,RUP,24.85,1.61,2.39,1.21,1.14,2.88,7.54,2.63,6.49,2.1,1.98,4.09,2.75,3.08,5.48,2.42,66.37,3.93,26,16,50,RUP_15,0.016373446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_16,coarRUPs_7616-21,327,294,309,F,3,RUP,fall_run,fall_run,RUP,26.62,1.92,2.68,1.42,1.21,3.14,7.94,3.18,6.41,2.77,2.11,3.88,3.72,3.33,5.8,2.63,59.44,4.19,28,16,59,RUP_16,0.011135474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_17,coarRUPs_7617-21,336,305,394,F,4,RUP,fall_run,fall_run,RUP,27.48,1.85,2.72,1.32,1.15,3.34,9.06,3.01,7.32,2.36,2.02,4.02,3.66,3.28,6.94,2.86,58.86,4.36,28,15,49,RUP_17,0.005594763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_18,coarRUPs_7618-21,321,293,333,M,4,RUP,fall_run,fall_run,RUP,26.67,1.86,2.82,1.31,1.17,3.35,8.56,2.85,6.78,2.59,2.11,3.96,4.04,3.52,6.42,2.77,68.18,4.21,28,17,51,RUP_18,0.00170001,4,1,787.3837,1160.7124,1348.3673,1495.7325,1625.3963,NA,NA,NA,NA,4
RUP_19,coarRUPs_7619-21,315,284,315,F,3,RUP,fall_run,fall_run,RUP,25.38,1.69,2.37,1.27,1.12,2.97,7.74,3.16,6.61,2.33,1.72,3.27,3.65,2.85,6.2,2.46,58.12,3.84,29,16,51,RUP_19,0.004164227,5,2,717.9008,1004.5171,1170.2477,1393.5631,1532.3078,1597.1357,NA,NA,NA,5
RUP_20,coarRUPs_7620-21,345,310,409,F,3,RUP,fall_run,fall_run,RUP,27.91,1.86,2.85,1.31,1.23,3.3,8.76,3.02,7.21,2.87,2.15,4.19,3.73,3.02,6.69,2.76,71.83,4.27,28,16,58,RUP_20,0.007245408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RUP_21,coarRUPs_7621-21,370,332,475,F,4,RUP,fall_run,fall_run,RUP,30.37,2.01,2.94,1.49,1.32,3.53,9.37,3.19,7.96,2.87,2.27,4.52,4.05,3.4,7.46,2.81,65.15,4.46,28,16,59,RUP_21,0.009437265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_22,coarRUPs_7622-21,340,306,372,F,4,RUP,fall_run,fall_run,RUP,27.6,1.57,2.5,1.32,1.04,3.25,8.42,3.36,6.58,2.75,2.09,4.21,3.93,3.35,6.51,2.64,62.68,4.07,28,15,NA,RUP_22,0.010920563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_23,coarRUPs_7623-21,330,304,337,M,4,RUP,fall_run,fall_run,RUP,26.69,1.77,2.69,1.31,1.22,3.2,8.06,3.44,6.37,2.99,1.96,3.42,3.91,3.19,5.89,2.61,64.27,3.69,27,17,55,RUP_23,-0.003179761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_24,coarRUPs_7624-21,370,335,481,F,5,RUP,fall_run,fall_run,RUP,29.83,1.93,2.94,1.41,1.18,3.63,9.49,3.54,7.65,2.66,2.27,3.83,4.18,3.25,7.01,3.05,51.2,4.57,29,16,45,RUP_24,-0.007411836,5,1,773.6851,1145.0445,1438.4044,1581.3781,1691.9766,1747.3894,NA,NA,NA,5
RUP_25,coarRUPs_7625-21,344,310,345,M,4,RUP,fall_run,fall_run,RUP,27.74,1.68,2.67,1.29,1.15,3.17,8.15,3.39,7.22,2.77,2.17,3.9,4.27,3.44,6.46,2.62,65.13,3.98,28,17,51,RUP_25,0.011500165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_26,coarRUPs_7626-21,322,292,311,M,4,RUP,fall_run,fall_run,RUP,26.22,1.85,2.73,1.38,1.16,3.45,7.9,3.25,6.99,2.69,2.18,3.29,3.86,3.12,6.08,2.55,64.52,4.06,26,16,55,RUP_26,-0.004166104,4,1,840.2115,1212.7087,1422.1472,1597.5819,1645.1325,NA,NA,NA,NA,4
RUP_27,coarRUPs_7627-21,351,321,450,F,4,RUP,fall_run,fall_run,RUP,28.87,2.02,3.11,1.52,1.3,3.51,9.21,3.6,7.04,2.95,2.34,3.67,3.92,3.41,7.18,2.98,52.39,4.25,28,16,51,RUP_27,-0.00920059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
RUP_28,coarRUPs_7628-21,345,311,393,F,4,RUP,fall_run,fall_run,RUP,28.29,2.02,3.07,1.57,1.39,3.42,8.9,3.19,7.34,2.51,2.3,3.74,3.62,3.04,6.8,3.1,58.13,4.42,26,16,55,RUP_28,-0.007023383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_29,coarRUPs_7629-21,320,280,319,M,4,RUP,fall_run,fall_run,RUP,26.37,1.58,2.44,1.23,1.12,3.03,8.4,3.34,6.82,2.43,2.09,3.55,4.14,3.46,5.99,2.37,62.2,3.82,29,17,47,RUP_29,-0.005736225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_30,coarRUPs_7630-21,361,325,439,M,4,RUP,fall_run,fall_run,RUP,29.1,2.21,3.1,1.47,1.3,3.53,8.96,3.44,7.72,2.83,2.19,4.19,4.57,3.33,6.86,3.02,56.97,4.17,27,15,56,RUP_30,0.000949,5,1,786.2369,1097.6068,1373.7983,1514.3959,1645.6594,1759.2337,NA,NA,NA,5
RUP_31,coarRUPs_7631-21,345,312,405,F,5,RUP,fall_run,fall_run,RUP,27.77,1.67,2.61,1.33,1.17,3.24,8.62,3.14,7.06,3.19,2.27,3.95,4.19,3.73,7.12,2.68,68.91,4.24,27,16,55,RUP_31,0.006891713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_32,coarRUPs_7632-21,361,329,500,F,5,RUP,fall_run,fall_run,RUP,31.63,2.06,3.24,1.58,1.43,3.68,10.33,3.68,8.32,2.79,2.46,4.14,4.32,3.9,8.32,3.11,67.69,4.61,28,15,52,RUP_32,-0.008117449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_33,coarRUPs_7633-21,395,358,502,F,4,RUP,fall_run,fall_run,RUP,32.47,2.12,3.32,1.56,1.34,4.16,10.06,3.82,8.23,3.37,2.47,4.44,4.29,4.33,8.04,3.24,62.74,5.1,29,18,61,RUP_33,-0.00314961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_34,coarRUPs_7634-21,369,334,476,F,4,RUP,fall_run,fall_run,RUP,30.76,1.86,2.86,1.43,1.32,3.55,9.41,3.74,8.02,2.76,2.27,4.31,4.25,3.79,7.66,2.84,47.87,4.42,27,15,50,RUP_34,0.005057639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_35,coarRUPs_7635-21,327,295,329,M,4,RUP,fall_run,fall_run,RUP,26.67,1.84,2.89,1.36,1.22,3.36,8,3.36,6.46,2.8,2.03,3.69,3.96,3.67,5.85,2.89,72.25,4.14,27,16,50,RUP_35,-0.006172297,6,2,687.6598,1132.7019,1422.7753,1556.443,1715.425,1809.2482,1911.9414,NA,NA,6
RUP_36,coarRUPs_7636-21,336,307,387,F,4,RUP,fall_run,fall_run,RUP,27.79,1.86,2.86,1.37,1.22,3.58,8.76,3.02,6.87,3.09,2.26,3.94,4.18,3.94,7,2.77,55.94,4.28,29,17,48,RUP_36,-0.00158393,5,2,803.786,1208.3258,1517.4863,1642.2021,1739.5153,1809.1854,NA,NA,NA,5
RUP_37,coarRUPs_7637-21,337,304,370,F,4,RUP,fall_run,fall_run,RUP,27.56,1.87,2.91,1.21,1.23,3.2,8.36,3.14,7.6,2.84,2.23,3.66,4.3,2.8,7.02,2.73,58.03,3.9,25,15,57,RUP_37,0.012279887,4,1,725.5227,1158.6125,1376.9266,1518.4867,1682.4612,NA,NA,NA,NA,4
RUP_38,coarRUPs_7638-21,362,325,434,F,4,RUP,fall_run,fall_run,RUP,29.27,2.02,3.14,1.5,1.24,3.45,9.08,3.53,7.39,3.1,2.16,3.92,4.35,3.52,6.92,2.9,58.01,4.41,30,17,65,RUP_38,0.001089933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RUP_39,coarRUPs_7639-21,320,291,326,M,4,RUP,fall_run,fall_run,RUP,25.74,1.8,2.76,1.39,1.12,3.05,8.08,3.27,6.4,2.73,1.97,3.37,3.87,3.8,6.05,2.7,59.17,3.98,28,17,50,RUP_39,-0.002508222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_40,coarRUPs_7640-21,366,331,459,M,4,RUP,fall_run,fall_run,RUP,29.89,2.07,3,1.32,1.32,3.65,9.28,3.56,7.55,3.2,2.27,3.82,4.28,3.9,6.75,2.86,57.33,4.23,30,17,56,RUP_40,0.000146,5,1,745.5525,1054.4526,1234.337,1467.0403,1640.4731,1696.8752,NA,NA,NA,5
RUP_41,coarRUPs_7641-21,372,336,451,M,5,RUP,fall_run,fall_run,RUP,30.11,2.03,3.04,1.51,1.29,3.35,9.74,3.46,7.51,2.33,2.29,3.68,4.81,4.07,6.66,3,58.49,4.45,28,16,57,RUP_41,-0.007262696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_42,coarRUPs_7642-21,340,309,393,M,5,RUP,fall_run,fall_run,RUP,28.46,1.76,2.88,1.25,1.22,3.47,9.29,3.34,7.05,2.71,2.1,3.84,4.14,3.81,6.96,2.71,55.24,4.17,25,15,NA,RUP_42,-0.008501503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_43,coarRUPs_7643-21,335,300,319,M,4,RUP,fall_run,fall_run,RUP,27.11,1.84,2.83,1.4,1.25,3.21,8.17,3.44,7.02,2.26,1.93,3.79,3.77,3.52,6.49,2.84,65.42,4.29,28,16,51,RUP_43,0.006425542,5,1,823.1131,1170.1622,1358.2011,1585.7993,1770.9366,1879.9477,NA,NA,NA,5
RUP_44,coarRUPs_7644-21,330,299,345,F,4,RUP,fall_run,fall_run,RUP,27.01,1.81,2.74,1.41,1.12,3.32,8.54,3.28,6.89,2.74,2.22,3.86,4.23,3.59,6.03,2.7,56.89,4.09,27,14,45,RUP_44,0.004806032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_45,coarRUPs_7645-21,333,301,338,M,4,RUP,fall_run,fall_run,RUP,27.58,1.81,2.74,1.41,1.12,3.32,8.54,3.28,6.89,2.74,2.22,3.86,4.23,3.59,6.03,2.7,56.89,4.39,27,17,49,RUP_45,0.000823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_46,coarRUPs_7646-21,335,305,382,F,4,RUP,fall_run,fall_run,RUP,27.65,1.86,2.76,1.36,1.22,3.59,8.8,3.24,7.16,2.89,2.2,3.43,4.18,3.65,7.1,2.79,58.07,4.25,27,15,49,RUP_46,-0.005913333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_47,coarRUPs_7647-21,362,326,391,M,5,RUP,fall_run,fall_run,RUP,30.09,1.99,2.91,1.31,1.25,3.46,9.09,3.48,7.52,3.17,2.43,4.37,4.47,3.86,6.4,2.9,63.4,4.47,26,14,57,RUP_47,0.006037878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_48,coarRUPs_7648-21,345,312,419,F,4,RUP,fall_run,fall_run,RUP,28.22,1.85,2.92,1.41,1.18,3.38,9.03,3.15,7.29,2.73,2.25,3.63,4.03,3.58,7.2,2.95,60.3,4.19,31,17,62,RUP_48,0.000383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_49,coarRUPs_7649-21,350,310,460,F,5,RUP,fall_run,fall_run,RUP,26.98,1.67,2.61,1.26,1.13,3.08,8.5,4.09,7.46,3.08,2.42,3.27,4.38,4.3,7.88,2.69,53.96,4.19,NA,NA,NA,RUP_49,0.01686706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_50,coarRUPs_7650-21,341,306,421,F,4,RUP,fall_run,fall_run,RUP,27.41,1.76,2.82,1.35,1.13,3.42,8.52,3.44,7.2,3.07,2.31,3.9,4.14,3.71,7.24,2.95,61.42,4.53,29,16,55,RUP_50,0.007735431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_51,coarRUPs_7651-21,357,322,472,F,4,RUP,fall_run,fall_run,RUP,29.01,1.8,2.77,1.34,1.39,3.56,8.78,3.72,7.58,3.43,2.28,3.77,4.05,3.79,7.64,2.95,54.76,4.59,29,18,NA,RUP_51,0.013164118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_52,coarRUPs_7652-21,349,315,425,F,4,RUP,fall_run,fall_run,RUP,27.07,1.74,2.72,1.14,1.21,3.4,8.85,2.96,7.46,2.8,2.23,3.08,4.05,3.53,7.25,2.91,68.33,4.27,26,16,56,RUP_52,-0.003367047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_53,coarRUPs_7653-21,339,307,352,F,4,RUP,fall_run,fall_run,RUP,28.24,1.81,2.86,1.34,1.15,3.4,8.98,3.23,7.15,2.89,2.02,3.64,4.14,3.39,6.65,2.81,68.87,4.19,27,16,59,RUP_53,-0.00467877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_54,coarRUPs_7654-21,354,322,482,F,4,RUP,fall_run,fall_run,RUP,29.65,1.94,2.69,1.42,1.19,3.54,9.71,3.53,7.62,3.04,2.29,4.15,4.24,4.01,7.52,2.83,70.38,4.41,28,16,50,RUP_54,0.00130697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_55,coarRUPs_7655-21,336,299,360,F,4,RUP,fall_run,fall_run,RUP,26.82,1.89,2.81,1.33,1.3,3.27,8.72,3.26,6.96,2.92,2.14,3.09,4.02,3.58,6.9,2.82,68.27,4.11,27,14,57,RUP_55,-0.000272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_56,coarRUPs_7656-21,351,314,408,F,4,RUP,fall_run,fall_run,RUP,28.89,1.9,2.7,1.26,1.26,3.23,9.14,3.69,7.14,3.05,2.23,4,4.37,3.96,7.12,2.7,65.07,4.09,29,14,58,RUP_56,0.006456507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_57,coarRUPs_7657-21,350,314,378,M,4,RUP,fall_run,fall_run,RUP,28.96,1.75,2.73,1.35,1.14,3.4,8.67,3.87,7.4,3.01,2.2,4.23,4.14,3.7,6.65,2.75,67.19,4.22,29,16,55,RUP_57,0.007505751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_58,coarRUPs_7658-21,317,287,321,F,4,RUP,fall_run,fall_run,RUP,25.94,1.83,2.54,1.26,1.19,2.84,8.45,3.14,6.48,2.77,2.03,3.64,3.27,3.89,6.56,2.64,67.99,3.79,29,15,52,RUP_58,0.007730326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
RUP_59,coarRUPs_7659-21,330,296,321,F,4,RUP,fall_run,fall_run,RUP,27.25,1.6,2.65,1.2,1.06,3.06,8.16,3.17,6.99,2.9,2.06,3.64,3.81,2.67,5.97,2.8,64.79,3.96,28,14,46,RUP_59,0.013291451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
RUP_60,coarRUPs_7660-21,321,289,278,M,4,RUP,fall_run,fall_run,RUP,26.84,1.81,2.85,1.37,1.22,3.19,8.09,3.35,6.66,2.88,2.1,3.76,4.54,3.8,6.02,2.76,55.35,4.05,27,14,57,RUP_60,0.002366989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
NOT_69_LATE,coarNOTs_7701-21,329,299,359,F,4,NOT_fall,fall_run,fall_run,NOT_fall,26.9,1.89,2.82,1.29,1.32,3.33,8.29,3,6.98,2.57,2.13,3.49,4.17,3.02,6.91,2.65,69.64,4.25,26,16,52,NOT_69_LATE,0.001747842,5,2,737.0836,1097.8116,1279.4964,1570.1624,1739.0668,1829.1035,NA,NA,NA,5
NOT_70_LATE,coarNOTs_7702-21,407,367,653,F,4,NOT_fall,fall_run,fall_run,NOT_fall,33.03,1.79,2.85,1.35,1.22,3.68,10.7,4.01,8.14,3.83,2.3,4.67,4.78,4.11,7.97,2.96,75.67,4.51,27,15,55,NOT_70_LATE,0.000425,6,2,791.4236,1125.3693,1345.1371,1521.2265,1697.2683,1897.5147,1986.3269,NA,NA,6
NOT_71_LATE,coarNOTs_7703-21,337,311,344,M,3,NOT_fall,fall_run,fall_run,NOT_fall,27.08,1.84,3.01,1.5,1.31,3.45,7.77,3.53,6.81,3.29,1.95,3.58,4.18,3.37,6.35,2.83,73.52,4.47,27,15,58,NOT_71_LATE,0.013469966,4,1,788.9313,1140.8543,1362.6598,1537.0211,1578.8136,NA,NA,NA,NA,4
NOT_72_LATE,coarNOTs_7704-21,355,319,380,F,4,NOT_fall,fall_run,fall_run,NOT_fall,29.93,1.85,2.92,1.31,1,3.26,9.61,3.51,7.79,2.76,2.09,3.44,3.99,3.73,7.11,2.77,66.32,4.22,28,17,NA,NOT_72_LATE,-0.00821215,5,2,834.6295,1148.1478,1370.383,1508.8358,1550.6035,1609.8122,NA,NA,NA,5
NOT_73_LATE,coarNOTs_7705-21,411,381,395,F,5,NOT_fall,fall_run,summer_run,NOT_summer,34.61,2.38,3.36,1.73,1.23,4.23,11.18,3.96,8.68,3.24,2.69,4.62,4.72,4.64,8.05,3.33,63.45,5.12,25,16,59,NOT_73_LATE,-0.013488694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
NOT_74_LATE,coarNOTs_7706-21,312,285,640,F,4,NOT_fall,fall_run,fall_run,NOT_fall,25.74,1.93,2.66,1.22,1.25,3.02,8.23,2.95,6.51,2.31,1.91,3.51,3.31,3.05,6.02,2.6,65.2,3.9,26,15,48,NOT_74_LATE,-0.006957345,6,2,770.2286,1074.1566,1255.5626,1446.1952,1676.9528,1785.733,1842.5201,NA,NA,6
NOT_75_LATE,coarNOTs_7707-21,389,360,271,M,3,NOT_fall,fall_run,summer_run,NOT_summer,35.59,2.01,3.19,1.25,1.2,4.02,10.29,3.42,8.4,3.65,2.53,4.33,4.2,3.72,7.21,3.18,55.01,4.33,27,16,65,NOT_75_LATE,0.002937329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
NOT_76_LATE,coarNOTs_7708-21,360,327,486,F,4,NOT_fall,fall_run,fall_run,NOT_fall,29.84,2.13,3.02,1.55,1.31,3.65,9.56,3.71,7.22,2.96,2.24,3.88,4.37,4.09,7.17,2.9,54.64,4.65,29,16,52,NOT_76_LATE,-0.009334858,5,2,714.0498,1091.9457,1288.7984,1402.8438,1548.6385,1661.4426,NA,NA,NA,5
NOT_77_LATE,coarNOTs_7709-21,334,299,352,M,4,NOT_fall,fall_run,fall_run,NOT_fall,27.23,1.9,2.89,1.33,1.28,3.24,8.54,3.52,7.15,2.45,2.1,3.72,3.93,3.56,6.5,2.76,68.84,4.06,28,14,45,NOT_77_LATE,0.000834,4,1,740.2976,1031.7902,1275.0289,1480.7902,1603.4497,NA,NA,NA,NA,4
NOT_78_LATE,coarNOTs_7710-21,340,310,394,F,5,NOT_fall,fall_run,fall_run,NOT_fall,28.33,1.87,2.88,1.34,1.45,3.2,9.62,3.25,7,2.79,2.14,4.1,4.04,3.41,6.97,2.94,52.08,4.15,28,17,50,NOT_78_LATE,-0.010193418,5,1,794.4638,1157.1418,1389.0423,1580.126,1738.6336,1801.0321,NA,NA,NA,5
NOT_79_LATE,coarNOTs_7711-21,305,277,270,M,3,NOT_fall,fall_run,fall_run,NOT_fall,25.09,1.6,2.59,1.09,1,2.84,8.09,2.74,6.38,2.61,1.9,3.56,3.38,2.83,5.91,2.63,62.92,3.56,30,18,52,NOT_79_LATE,0.003816473,3,1,718.0121,1215.4855,1472.9427,1571.7348,NA,NA,NA,NA,NA,3
NOT_80_LATE,coarNOTs_7712-21,355,324,368,M,3,NOT_fall,fall_run,fall_run,NOT_fall,29,1.76,2.74,1.4,1.23,3.52,9.13,3.31,7.37,2.8,2.21,3.75,4.3,3.35,6.4,2.81,65.72,4.28,27,16,45,NOT_80_LATE,-0.004189385,4,2,653.7203,1082.4655,1253.8471,1456.0508,1556.5999,NA,NA,NA,NA,4
NOT_81_LATE,coarNOTs_7713-21,387,352,490,M,4,NOT_fall,fall_run,summer_run,NOT_summer,32.11,1.97,3.13,1.57,1.17,4.02,10.71,3.95,7.61,3.49,2.46,4.02,4.55,3.86,7.03,3.08,55.72,4.71,27,16,71,NOT_81_LATE,-0.019573268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
NOT_82_LATE,coarNOTs_7714-21,368,333,420,M,3,NOT_fall,fall_run,fall_run,NOT_fall,30.42,2.04,3.38,1.38,1.3,3.96,9.42,3.76,7.25,3.24,2.44,3.88,4.88,4.28,6.5,3.22,62.34,4.46,28,15,56,NOT_82_LATE,-0.013048489,6,1,830.0481,1284.2419,1658.6132,1825.6261,1987.5849,2109.542,2166.5648,NA,NA,6
NOT_83_LATE,coarNOTs_7715-21,310,280,281,M,3,NOT_fall,fall_run,fall_run,NOT_fall,25.65,1.54,2.55,1.25,1.05,2.92,7.99,3.05,6.65,2.8,1.93,3.23,3.42,3.24,6.01,2.56,62.03,3.77,28,15,45,NOT_83_LATE,0.011554901,4,1,875.9843,1177.2786,1398.466,1592.3943,1697.6914,NA,NA,NA,NA,4
