Community,river_name,sample_n,species,date,length,lat,long,stock,FISHES_ID
Eastmain,Mixed,849,Whitefish,19-07-2022,390,52.26318,-78.56783,Mixed,coclEASm_849-22
Eastmain,Mixed,850,Whitefish,19-07-2022,445,52.26318,-78.56783,Mixed,coclEASm_850-22
Eastmain,Mixed,851,Whitefish,19-07-2022,345,52.26318,-78.56783,Mixed,coclEASm_851-22
Eastmain,Mixed,853,Whitefish,19-07-2022,370,52.26318,-78.56783,Mixed,coclEASm_853-22
Eastmain,Mixed,854,Whitefish,19-07-2022,425,52.26318,-78.56783,Mixed,coclEASm_854-22
Eastmain,Mixed,855,Whitefish,19-07-2022,385,52.26318,-78.56783,Mixed,coclEASm_855-22
Eastmain,Mixed,857,Whitefish,19-07-2022,330,52.26318,-78.56783,Mixed,coclEASm_857-22
Eastmain,Mixed,859,Whitefish,19-07-2022,400,52.26318,-78.56783,Mixed,coclEASm_859-22
Eastmain,Mixed,860,Whitefish,19-07-2022,330,52.26318,-78.56783,Mixed,coclEASm_860-22
Eastmain,Mixed,861,Whitefish,19-07-2022,390,52.26318,-78.56783,Mixed,coclEASm_861-22
Eastmain,Mixed,862,Whitefish,19-07-2022,345,52.26318,-78.56783,Mixed,coclEASm_862-22
Eastmain,Mixed,863,Whitefish,19-07-2022,450,52.26318,-78.56783,Mixed,coclEASm_863-22
Eastmain,Mixed,864,Whitefish,19-07-2022,350,52.26318,-78.56783,Mixed,coclEASm_864-22
Eastmain,Mixed,865,Whitefish,19-07-2022,380,52.26318,-78.56783,Mixed,coclEASm_865-22
Eastmain,Mixed,866,Whitefish,19-07-2022,355,52.26318,-78.56783,Mixed,coclEASm_866-22
Eastmain,Mixed,868,Whitefish,19-07-2022,345,52.26318,-78.56783,Mixed,coclEASm_868-22
Eastmain,Mixed,869,Whitefish,19-07-2022,340,52.26318,-78.56783,Mixed,coclEASm_869-22
Eastmain,Mixed,870,Whitefish,19-07-2022,340,52.26318,-78.56783,Mixed,coclEASm_870-22
Eastmain,Mixed,871,Whitefish,19-07-2022,390,52.26318,-78.56783,Mixed,coclEASm_871-22
Eastmain,Mixed,872,Whitefish,19-07-2022,445,52.26318,-78.56783,Mixed,coclEASm_872-22
Eastmain,Mixed,873,Whitefish,19-07-2022,395,52.26318,-78.56783,Mixed,coclEASm_873-22
Eastmain,Mixed,874,Whitefish,19-07-2022,390,52.26318,-78.56783,Mixed,coclEASm_874-22
Eastmain,Mixed,875,Whitefish,19-07-2022,400,52.26318,-78.56783,Mixed,coclEASm_875-22
Eastmain,Mixed,876,Whitefish,19-07-2022,400,52.26318,-78.56783,Mixed,coclEASm_876-22
Eastmain,Mixed,878,Whitefish,19-07-2022,360,52.26318,-78.56783,Mixed,coclEASm_878-22
Eastmain,Mixed,879,Whitefish,19-07-2022,360,52.26318,-78.56783,Mixed,coclEASm_879-22
Eastmain,Mixed,880,Whitefish,19-07-2022,385,52.26318,-78.56783,Mixed,coclEASm_880-22
Eastmain,Mixed,881,Whitefish,19-07-2022,410,52.26318,-78.56783,Mixed,coclEASm_881-22
Eastmain,Mixed,882,Whitefish,19-07-2022,400,52.26318,-78.56783,Mixed,coclEASm_882-22
Eastmain,Mixed,883,Whitefish,19-07-2022,315,52.26318,-78.56783,Mixed,coclEASm_883-22
Eastmain,Mixed,884,Whitefish,19-07-2022,440,52.26318,-78.56783,Mixed,coclEASm_884-22
Eastmain,Mixed,885,Whitefish,19-07-2022,370,52.26318,-78.56783,Mixed,coclEASm_885-22
Eastmain,Mixed,886,Whitefish,19-07-2022,340,52.26318,-78.56783,Mixed,coclEASm_886-22
Eastmain,Mixed,887,Whitefish,19-07-2022,410,52.26318,-78.56783,Mixed,coclEASm_887-22
Eastmain,Mixed,888,Whitefish,19-07-2022,385,52.26318,-78.56783,Mixed,coclEASm_888-22
Eastmain,Mixed,889,Whitefish,19-07-2022,375,52.26318,-78.56783,Mixed,coclEASm_889-22
Eastmain,Mixed,890,Whitefish,19-07-2022,420,52.26318,-78.56783,Mixed,coclEASm_890-22
Eastmain,Mixed,891,Whitefish,19-07-2022,375,52.26318,-78.56783,Mixed,coclEASm_891-22
Eastmain,Mixed,892,Whitefish,20-07-2022,400,52.289404,-78.568662,Mixed,coclEASm_892-22
Eastmain,Mixed,893,Whitefish,20-07-2022,360,52.289404,-78.568662,Mixed,coclEASm_893-22
Eastmain,Mixed,894,Whitefish,20-07-2022,435,52.289404,-78.568662,Mixed,coclEASm_894-22
Eastmain,Mixed,895,Whitefish,20-07-2022,410,52.289404,-78.568662,Mixed,coclEASm_895-22
Eastmain,Mixed,896,Whitefish,20-07-2022,420,52.289404,-78.568662,Mixed,coclEASm_896-22
Eastmain,Mixed,897,Whitefish,20-07-2022,395,52.289404,-78.568662,Mixed,coclEASm_897-22
Eastmain,Mixed,898,Whitefish,20-07-2022,370,52.289404,-78.568662,Mixed,coclEASm_898-22
Eastmain,Mixed,899,Whitefish,20-07-2022,390,52.289404,-78.568662,Mixed,coclEASm_899-22
Eastmain,Mixed,900,Whitefish,20-07-2022,400,52.289404,-78.568662,Mixed,coclEASm_900-22
Eastmain,Mixed,901,Whitefish,20-07-2022,400,52.289404,-78.568662,Mixed,coclEASm_901-22
Eastmain,Mixed,902,Whitefish,20-07-2022,375,52.289404,-78.568662,Mixed,coclEASm_902-22
Eastmain,Mixed,903,Whitefish,20-07-2022,335,52.289404,-78.568662,Mixed,coclEASm_903-22
Eastmain,Mixed,904,Whitefish,20-07-2022,345,52.289404,-78.568662,Mixed,coclEASm_904-22
Eastmain,Mixed,908,Whitefish,21-07-2022,350,52.289404,-78.568662,Mixed,coclEASm_908-22
Eastmain,Mixed,912,Whitefish,21-07-2022,400,52.289404,-78.568662,Mixed,coclEASm_912-22
Eastmain,Mixed,913,Whitefish,21-07-2022,375,52.289404,-78.568662,Mixed,coclEASm_913-22
Eastmain,Mixed,915,Whitefish,21-07-2022,420,52.289404,-78.568662,Mixed,coclEASm_915-22
Eastmain,Mixed,916,Whitefish,21-07-2022,420,52.289404,-78.568662,Mixed,coclEASm_916-22
Eastmain,Mixed,917,Whitefish,21-07-2022,425,52.289404,-78.568662,Mixed,coclEASm_917-22
Eastmain,Mixed,918,Whitefish,21-07-2022,385,52.289404,-78.568662,Mixed,coclEASm_918-22
Eastmain,Mixed,919,Whitefish,21-07-2022,375,52.289404,-78.568662,Mixed,coclEASm_919-22
Eastmain,Mixed,920,Whitefish,21-07-2022,380,52.289404,-78.568662,Mixed,coclEASm_920-22
Eastmain,Mixed,921,Whitefish,21-07-2022,410,52.289404,-78.568662,Mixed,coclEASm_921-22
Eastmain,Mixed,922,Whitefish,21-07-2022,365,52.289404,-78.568662,Mixed,coclEASm_922-22
Eastmain,Mixed,923,Whitefish,21-07-2022,385,52.289404,-78.568662,Mixed,coclEASm_923-22
Eastmain,Mixed,924,Whitefish,21-07-2022,425,52.289404,-78.568662,Mixed,coclEASm_924-22
Eastmain,Mixed,925,Whitefish,21-07-2022,385,52.289404,-78.568662,Mixed,coclEASm_925-22
Eastmain,Mixed,927,Whitefish,21-07-2022,410,52.289404,-78.568662,Mixed,coclEASm_927-22
Eastmain,Mixed,932,Whitefish,21-07-2022,370,52.289404,-78.568662,Mixed,coclEASm_932-22
Eastmain,Mixed,933,Whitefish,21-07-2022,405,52.289404,-78.568662,Mixed,coclEASm_933-22
Eastmain,Mixed,939,Whitefish,21-07-2022,385,52.289404,-78.568662,Mixed,coclEASm_939-22
Eastmain,Mixed,943,Whitefish,21-07-2022,365,52.289404,-78.568662,Mixed,coclEASm_943-22
Eastmain,Mixed,944,Whitefish,21-07-2022,360,52.289404,-78.568662,Mixed,coclEASm_944-22
Eastmain,Mixed,945,Whitefish,21-07-2022,365,52.289404,-78.568662,Mixed,coclEASm_945-22
Eastmain,Mixed,947,Whitefish,21-07-2022,440,52.289404,-78.568662,Mixed,coclEASm_947-22
Eastmain,Mixed,948,Whitefish,21-07-2022,375,52.289404,-78.568662,Mixed,coclEASm_948-22
Eastmain,Mixed,949,Whitefish,21-07-2022,375,52.289404,-78.568662,Mixed,coclEASm_949-22
Eastmain,Mixed,950,Whitefish,21-07-2022,350,52.289404,-78.568662,Mixed,coclEASm_950-22
Eastmain,Mixed,4226,Whitefish,17-08-2022,466,52.2878,-78.5679,Mixed,coclEASm_4226-22
Eastmain,Mixed,4227,Whitefish,17-08-2022,390,52.2878,-78.5679,Mixed,coclEASm_4227-22
Eastmain,Mixed,4228,Whitefish,17-08-2022,385,52.2878,-78.5679,Mixed,coclEASm_4228-22
Eastmain,Mixed,4229,Whitefish,17-08-2022,350,52.2878,-78.5679,Mixed,coclEASm_4229-22
Eastmain,Mixed,4230,Whitefish,17-08-2022,340,52.2878,-78.5679,Mixed,coclEASm_4230-22
Eastmain,Mixed,4231,Whitefish,17-08-2022,430,52.2878,-78.5679,Mixed,coclEASm_4231-22
Eastmain,Mixed,4232,Whitefish,17-08-2022,355,52.2878,-78.5679,Mixed,coclEASm_4232-22
Eastmain,Mixed,4233,Whitefish,17-08-2022,355,52.2878,-78.5679,Mixed,coclEASm_4233-22
Eastmain,Mixed,4234,Whitefish,17-08-2022,290,52.2878,-78.5679,Mixed,coclEASm_4234-22
Eastmain,Mixed,4235,Whitefish,17-08-2022,310,52.2878,-78.5679,Mixed,coclEASm_4235-22
Eastmain,Mixed,4236,Whitefish,17-08-2022,360,52.2878,-78.5679,Mixed,coclEASm_4236-22
Eastmain,Mixed,4238,Whitefish,17-08-2022,340,52.2878,-78.5679,Mixed,coclEASm_4238-22
Eastmain,Mixed,4239,Whitefish,17-08-2022,400,52.2878,-78.5679,Mixed,coclEASm_4239-22
Eastmain,Mixed,4240,Whitefish,17-08-2022,365,52.2878,-78.5679,Mixed,coclEASm_4240-22
Eastmain,Mixed,4242,Whitefish,17-08-2022,420,52.2878,-78.5679,Mixed,coclEASm_4242-22
Eastmain,Mixed,4243,Whitefish,17-08-2022,400,52.2878,-78.5679,Mixed,coclEASm_4243-22
Eastmain,Mixed,4244,Whitefish,17-08-2022,320,52.2878,-78.5679,Mixed,coclEASm_4244-22
Eastmain,Mixed,4245,Whitefish,17-08-2022,380,52.2878,-78.5679,Mixed,coclEASm_4245-22
Eastmain,Mixed,4246,Whitefish,17-08-2022,395,52.2878,-78.5679,Mixed,coclEASm_4246-22
Eastmain,Mixed,4247,Whitefish,17-08-2022,360,52.2878,-78.5679,Mixed,coclEASm_4247-22
Eastmain,Mixed,4248,Whitefish,17-08-2022,390,52.2878,-78.5679,Mixed,coclEASm_4248-22
Eastmain,Mixed,4249,Whitefish,17-08-2022,350,52.2878,-78.5679,Mixed,coclEASm_4249-22
Eastmain,Mixed,4250,Whitefish,17-08-2022,400,52.2878,-78.5679,Mixed,coclEASm_4250-22
Eastmain,Mixed,4251,Whitefish,17-08-2022,385,52.2878,-78.5679,Mixed,coclEASm_4251-22
Eastmain,Mixed,4252,Whitefish,17-08-2022,445,52.2878,-78.5679,Mixed,coclEASm_4252-22
Eastmain,Mixed,4253,Whitefish,17-08-2022,320,52.2878,-78.5679,Mixed,coclEASm_4253-22
Eastmain,Mixed,4254,Whitefish,17-08-2022,445,52.2878,-78.5679,Mixed,coclEASm_4254-22
Eastmain,Mixed,4255,Whitefish,17-08-2022,,52.2878,-78.5679,Mixed,coclEASm_4255-22
Eastmain,Mixed,4256,Whitefish,17-08-2022,400,52.2878,-78.5679,Mixed,coclEASm_4256-22
Eastmain,Mixed,4257,Whitefish,17-08-2022,455,52.2878,-78.5679,Mixed,coclEASm_4257-22
Eastmain,Mixed,4258,Whitefish,17-08-2022,415,52.2878,-78.5679,Mixed,coclEASm_4258-22
Eastmain,Mixed,4259,Whitefish,17-08-2022,390,52.2878,-78.5679,Mixed,coclEASm_4259-22
Eastmain,Mixed,4260,Whitefish,17-08-2022,390,52.2878,-78.5679,Mixed,coclEASm_4260-22
Eastmain,Mixed,4261,Whitefish,17-08-2022,380,52.2878,-78.5679,Mixed,coclEASm_4261-22
Eastmain,Mixed,4262,Whitefish,17-08-2022,395,52.2878,-78.5679,Mixed,coclEASm_4262-22
Eastmain,Mixed,4263,Whitefish,17-08-2022,330,52.2878,-78.5679,Mixed,coclEASm_4263-22
Eastmain,Mixed,4264,Whitefish,17-08-2022,290,52.2878,-78.5679,Mixed,coclEASm_4264-22
Eastmain,Mixed,4267,Whitefish,18-08-2022,285,52.28824,-78.566658,Mixed,coclEASm_4267-22
Eastmain,Mixed,4268,Whitefish,18-08-2022,325,52.28824,-78.566658,Mixed,coclEASm_4268-22
Eastmain,Mixed,4269,Whitefish,18-08-2022,425,52.28824,-78.566658,Mixed,coclEASm_4269-22
Eastmain,Mixed,4270,Whitefish,18-08-2022,380,52.28824,-78.566658,Mixed,coclEASm_4270-22
Eastmain,Mixed,4271,Whitefish,18-08-2022,,52.28824,-78.566658,Mixed,coclEASm_4271-22
Eastmain,Mixed,4272,Whitefish,18-08-2022,365,52.28824,-78.566658,Mixed,coclEASm_4272-22
Eastmain,Mixed,4273,Whitefish,18-08-2022,410,52.28824,-78.566658,Mixed,coclEASm_4273-22
Eastmain,Mixed,4274,Whitefish,18-08-2022,258,52.28824,-78.566658,Mixed,coclEASm_4274-22
Eastmain,Mixed,4275,Whitefish,18-08-2022,333,52.28824,-78.566658,Mixed,coclEASm_4275-22
Eastmain,Mixed,4276,Whitefish,18-08-2022,350,52.28824,-78.566658,Mixed,coclEASm_4276-22
Eastmain,Mixed,4277,Whitefish,18-08-2022,298,52.28824,-78.566658,Mixed,coclEASm_4277-22
Eastmain,Mixed,4278,Whitefish,18-08-2022,347,52.28824,-78.566658,Mixed,coclEASm_4278-22
Eastmain,Mixed,4279,Whitefish,18-08-2022,378,52.28824,-78.566658,Mixed,coclEASm_4279-22
Eastmain,Mixed,4280,Whitefish,18-08-2022,435,52.28824,-78.566658,Mixed,coclEASm_4280-22
Eastmain,Mixed,4281,Whitefish,18-08-2022,360,52.28824,-78.566658,Mixed,coclEASm_4281-22
Eastmain,Mixed,4282,Whitefish,18-08-2022,309,52.28824,-78.566658,Mixed,coclEASm_4282-22
Eastmain,Mixed,4283,Whitefish,18-08-2022,400,52.28824,-78.566658,Mixed,coclEASm_4283-22
Eastmain,Mixed,4284,Whitefish,18-08-2022,385,52.28824,-78.566658,Mixed,coclEASm_4284-22
Eastmain,Mixed,4285,Whitefish,18-08-2022,393,52.28824,-78.566658,Mixed,coclEASm_4285-22
Eastmain,Mixed,4286,Whitefish,18-08-2022,392,52.28824,-78.566658,Mixed,coclEASm_4286-22
Eastmain,Mixed,4287,Whitefish,18-08-2022,439,52.28824,-78.566658,Mixed,coclEASm_4287-22
Eastmain,Mixed,4288,Whitefish,18-08-2022,412,52.28824,-78.566658,Mixed,coclEASm_4288-22
Eastmain,Mixed,4289,Whitefish,18-08-2022,378,52.28824,-78.566658,Mixed,coclEASm_4289-22
Eastmain,Mixed,4290,Whitefish,18-08-2022,389,52.28824,-78.566658,Mixed,coclEASm_4290-22
Eastmain,Mixed,4291,Whitefish,18-08-2022,355,52.28824,-78.566658,Mixed,coclEASm_4291-22
Eastmain,Mixed,4292,Whitefish,18-08-2022,330,52.28824,-78.566658,Mixed,coclEASm_4292-22
Eastmain,Mixed,4293,Whitefish,18-08-2022,355,52.28824,-78.566658,Mixed,coclEASm_4293-22
Eastmain,Mixed,4294,Whitefish,18-08-2022,362,52.28824,-78.566658,Mixed,coclEASm_4294-22
Eastmain,Mixed,4295,Whitefish,18-08-2022,393,52.28824,-78.566658,Mixed,coclEASm_4295-22
Eastmain,Mixed,4296,Whitefish,18-08-2022,378,52.28824,-78.566658,Mixed,coclEASm_4296-22
Eastmain,Mixed,4297,Whitefish,18-08-2022,217,52.28824,-78.566658,Mixed,coclEASm_4297-22
Eastmain,Mixed,4301,Whitefish,18-08-2022,370,52.398367,-78.577657,Mixed,coclEASm_4301-22
Eastmain,Mixed,4302,Whitefish,18-08-2022,378,52.398367,-78.577657,Mixed,coclEASm_4302-22
Eastmain,Mixed,4303,Whitefish,18-08-2022,349,52.398367,-78.577657,Mixed,coclEASm_4303-22
Eastmain,Mixed,4304,Whitefish,18-08-2022,312,52.398367,-78.577657,Mixed,coclEASm_4304-22
Eastmain,Mixed,4305,Whitefish,18-08-2022,358,52.398367,-78.577657,Mixed,coclEASm_4305-22
Eastmain,Mixed,4306,Whitefish,18-08-2022,366,52.398367,-78.577657,Mixed,coclEASm_4306-22
Eastmain,Mixed,4307,Whitefish,18-08-2022,436,52.398367,-78.577657,Mixed,coclEASm_4307-22
Eastmain,Mixed,4308,Whitefish,18-08-2022,285,52.398367,-78.577657,Mixed,coclEASm_4308-22
Eastmain,Mixed,4309,Whitefish,18-08-2022,180,52.398367,-78.577657,Mixed,coclEASm_4309-22
Eastmain,Mixed,4310,Whitefish,18-08-2022,405,52.398367,-78.577657,Mixed,coclEASm_4310-22
Eastmain,Mixed,4311,Whitefish,18-08-2022,370,52.398367,-78.577657,Mixed,coclEASm_4311-22
Eastmain,Mixed,4312,Whitefish,18-08-2022,323,52.398367,-78.577657,Mixed,coclEASm_4312-22
Eastmain,Mixed,4313,Whitefish,18-08-2022,375,52.398367,-78.577657,Mixed,coclEASm_4313-22
Eastmain,Mixed,4314,Whitefish,18-08-2022,291,52.398367,-78.577657,Mixed,coclEASm_4314-22
Eastmain,Mixed,4315,Whitefish,18-08-2022,340,52.398367,-78.577657,Mixed,coclEASm_4315-22
Eastmain,Mixed,4316,Whitefish,18-08-2022,400,52.398367,-78.577657,Mixed,coclEASm_4316-22
Eastmain,Mixed,4317,Whitefish,18-08-2022,315,52.398367,-78.577657,Mixed,coclEASm_4317-22
Eastmain,Mixed,4318,Whitefish,18-08-2022,300,52.398367,-78.577657,Mixed,coclEASm_4318-22
Eastmain,Mixed,4319,Whitefish,18-08-2022,246,52.398367,-78.577657,Mixed,coclEASm_4319-22
Eastmain,Mixed,4320,Whitefish,18-08-2022,357,52.398367,-78.577657,Mixed,coclEASm_4320-22
Eastmain,Mixed,4321,Whitefish,18-08-2022,338,52.398367,-78.577657,Mixed,coclEASm_4321-22
Eastmain,Mixed,4322,Whitefish,18-08-2022,257,52.398367,-78.577657,Mixed,coclEASm_4322-22
Eastmain,Mixed,4323,Whitefish,18-08-2022,425,52.398367,-78.577657,Mixed,coclEASm_4323-22
Eastmain,Mixed,4324,Whitefish,18-08-2022,370,52.398367,-78.577657,Mixed,coclEASm_4324-22
Eastmain,Mixed,4325,Whitefish,18-08-2022,381,52.398367,-78.577657,Mixed,coclEASm_4325-22
Eastmain,Mixed,4402,Whitefish,18-08-2022,409,52.398367,-78.577657,Mixed,coclEASm_4402-22
Eastmain,Mixed,4403,Whitefish,18-08-2022,385,52.398367,-78.577657,Mixed,coclEASm_4403-22
Eastmain,Mixed,4404,Whitefish,18-08-2022,460,52.398367,-78.577657,Mixed,coclEASm_4404-22
Eastmain,Mixed,4405,Whitefish,18-08-2022,295,52.398367,-78.577657,Mixed,coclEASm_4405-22
Eastmain,Mixed,4406,Whitefish,18-08-2022,336,52.398367,-78.577657,Mixed,coclEASm_4406-22
Eastmain,Mixed,4407,Whitefish,18-08-2022,330,52.398367,-78.577657,Mixed,coclEASm_4407-22
Eastmain,Mixed,4408,Whitefish,18-08-2022,340,52.398367,-78.577657,Mixed,coclEASm_4408-22
Eastmain,Mixed,4409,Whitefish,18-08-2022,285,52.398367,-78.577657,Mixed,coclEASm_4409-22
Eastmain,Mixed,4410,Whitefish,18-08-2022,280,52.398367,-78.577657,Mixed,coclEASm_4410-22
Eastmain,Mixed,4411,Whitefish,18-08-2022,278,52.398367,-78.577657,Mixed,coclEASm_4411-22
Eastmain,Mixed,4412,Whitefish,18-08-2022,238,52.398367,-78.577657,Mixed,coclEASm_4412-22
Eastmain,Mixed,4413,Whitefish,18-08-2022,245,52.398367,-78.577657,Mixed,coclEASm_4413-22
Eastmain,Mixed,4416,Whitefish,18-08-2022,248,52.398367,-78.577657,Mixed,coclEASm_4416-22
Eastmain,Mixed,4426,Whitefish,18-08-2022,375,52.398367,-78.577657,Mixed,coclEASm_4426-22
Eastmain,Mixed,4427,Whitefish,18-08-2022,295,52.398367,-78.577657,Mixed,coclEASm_4427-22
Eastmain,Mixed,4428,Whitefish,18-08-2022,309,52.398367,-78.577657,Mixed,coclEASm_4428-22
Eastmain,Mixed,4429,Whitefish,18-08-2022,348,52.398367,-78.577657,Mixed,coclEASm_4429-22
Eastmain,Mixed,4430,Whitefish,18-08-2022,240,52.398367,-78.577657,Mixed,coclEASm_4430-22
Eastmain,Mixed,4431,Whitefish,18-08-2022,262,52.398367,-78.577657,Mixed,coclEASm_4431-22
Eastmain,Spit Island,4326,Whitefish,19-08-2022,363,52.3983,-78.5776,Mixed,coclEASm_4326-22
Eastmain,Spit Island,4327,Whitefish,19-08-2022,369,52.3983,-78.5776,Mixed,coclEASm_4327-22
Eastmain,Spit Island,4328,Whitefish,19-08-2022,336,52.3983,-78.5776,Mixed,coclEASm_4328-22
Eastmain,Spit Island,4329,Whitefish,19-08-2022,352,52.3983,-78.5776,Mixed,coclEASm_4329-22
Eastmain,Spit Island,4330,Whitefish,19-08-2022,354,52.3983,-78.5776,Mixed,coclEASm_4330-22
Eastmain,Spit Island,4331,Whitefish,19-08-2022,396,52.3983,-78.5776,Mixed,coclEASm_4331-22
Eastmain,Spit Island,4332,Whitefish,19-08-2022,411,52.3983,-78.5776,Mixed,coclEASm_4332-22
Eastmain,Spit Island,4333,Whitefish,19-08-2022,344,52.3983,-78.5776,Mixed,coclEASm_4333-22
Eastmain,Spit Island,4334,Whitefish,19-08-2022,383,52.3983,-78.5776,Mixed,coclEASm_4334-22
Eastmain,Spit Island,4335,Whitefish,19-08-2022,319,52.3983,-78.5776,Mixed,coclEASm_4335-22
Eastmain,Spit Island,4336,Whitefish,19-08-2022,368,52.3983,-78.5776,Mixed,coclEASm_4336-22
Eastmain,Spit Island,4337,Whitefish,19-08-2022,357,52.3983,-78.5776,Mixed,coclEASm_4337-22
Eastmain,Spit Island,4338,Whitefish,19-08-2022,359,52.3983,-78.5776,Mixed,coclEASm_4338-22
Eastmain,Spit Island,4339,Whitefish,19-08-2022,415,52.3983,-78.5776,Mixed,coclEASm_4339-22
Eastmain,Spit Island,4340,Whitefish,19-08-2022,338,52.3983,-78.5776,Mixed,coclEASm_4340-22
Eastmain,Spit Island,4341,Whitefish,19-08-2022,372,52.3983,-78.5776,Mixed,coclEASm_4341-22
Eastmain,Spit Island,4342,Whitefish,19-08-2022,296,52.3983,-78.5776,Mixed,coclEASm_4342-22
Eastmain,Spit Island,4343,Whitefish,19-08-2022,370,52.3983,-78.5776,Mixed,coclEASm_4343-22
Eastmain,Spit Island,4344,Whitefish,19-08-2022,338,52.3983,-78.5776,Mixed,coclEASm_4344-22
Eastmain,Spit Island,4345,Whitefish,19-08-2022,371,52.3983,-78.5776,Mixed,coclEASm_4345-22
Eastmain,Spit Island,4346,Whitefish,19-08-2022,377,52.3983,-78.5776,Mixed,coclEASm_4346-22
Eastmain,Spit Island,4347,Whitefish,19-08-2022,350,52.3983,-78.5776,Mixed,coclEASm_4347-22
Eastmain,Spit Island,4348,Whitefish,19-08-2022,405,52.3983,-78.5776,Mixed,coclEASm_4348-22
Eastmain,Spit Island,4349,Whitefish,19-08-2022,336,52.3983,-78.5776,Mixed,coclEASm_4349-22
Eastmain,Spit Island,4350,Whitefish,19-08-2022,399,52.3983,-78.5776,Mixed,coclEASm_4350-22
Eastmain,Spit Island,4351,Whitefish,19-08-2022,350,52.3983,-78.5776,Mixed,coclEASm_4351-22
Eastmain,Spit Island,4352,Whitefish,19-08-2022,311,52.3983,-78.5776,Mixed,coclEASm_4352-22
Eastmain,Spit Island,4353,Whitefish,19-08-2022,315,52.3983,-78.5776,Mixed,coclEASm_4353-22
Eastmain,Spit Island,4360,Whitefish,19-08-2022,290,52.3983,-78.5776,Mixed,coclEASm_4360-22
Eastmain,Spit Island,4361,Whitefish,19-08-2022,315,52.3983,-78.5776,Mixed,coclEASm_4361-22
Eastmain,Spit Island,4362,Whitefish,19-08-2022,400,52.3983,-78.5776,Mixed,coclEASm_4362-22
Eastmain,Spit Island,4363,Whitefish,19-08-2022,338,52.3983,-78.5776,Mixed,coclEASm_4363-22
Eastmain,Spit Island,4364,Whitefish,19-08-2022,355,52.3983,-78.5776,Mixed,coclEASm_4364-22
Eastmain,Spit Island,4365,Whitefish,19-08-2022,363,52.3983,-78.5776,Mixed,coclEASm_4365-22
Eastmain,Spit Island,4366,Whitefish,19-08-2022,362,52.3983,-78.5776,Mixed,coclEASm_4366-22
Eastmain,Spit Island,4367,Whitefish,19-08-2022,374,52.3983,-78.5776,Mixed,coclEASm_4367-22
