sample	GenotypeRate	Heterozygosity	conScore
39	coarBEAs.2039.21	0.924528301886792	0.00628930817610063	0
40	coarBEAs.2040.21	0.89727463312369	0.0125786163522013	0.333333333333333
41	coarBEAs.2041.21	0.907756813417191	0.00419287211740042	0
42	coarBEAs.2042.21	0.89727463312369	0.010482180293501	0
43	coarBEAs.2043.21	0.90356394129979	0.00628930817610063	0
44	coarBEAs.2044.21	0.89937106918239	0.00838574423480084	0
45	coarBEAs.2045.21	0.911949685534591	0.00419287211740042	0
46	coarBEAs.2046.21	0.985324947589098	0.312368972746331	0.0469798657718121
47	coarBEAs.2047.21	0.905660377358491	0.00419287211740042	0
48	coarBEAs.2048.21	0.914046121593291	0.010482180293501	0
49	coarBEAs.2049.21	0.90356394129979	0.00838574423480084	0
50	coarBEAs.2050.21	0.920335429769392	0.00419287211740042	0.5
51	coarCHIm.2426.21	0.870020964360587	0.00838574423480084	0
52	coarCHIm.2427.21	0.893081761006289	0.00838574423480084	0
53	coarCHIm.2428.21	0.895178197064989	0.00628930817610063	0
54	coarCHIm.2429.21	0.89727463312369	0.00628930817610063	0
55	coarCHIm.2430.21	0.895178197064989	0.00628930817610063	0
56	coarCHIm.2431.21	0.890985324947589	0.00838574423480084	0
57	coarCHIm.2432.21	0.872117400419287	0.010482180293501	0
58	coarCHIm.2433.21	0.863731656184486	0.00419287211740042	0
59	coarCHIm.2434.21	0.878406708595388	0.010482180293501	0
60	coarCHIm.2435.21	0.870020964360587	0.00419287211740042	0
61	coarCHIm.2436.21	0.880503144654088	0.0125786163522013	0
62	coarCHIm.2437.21	0.859538784067086	0.00419287211740042	0
63	coarCHIm.2438.21	0.859538784067086	0.00838574423480084	0
64	coarCHIm.2439.21	0.89727463312369	0.00838574423480084	0
65	coarCHIm.2440.21	0.918238993710692	0.00838574423480084	0
66	coarCHIm.2441.21	0.90146750524109	0.00838574423480084	0.25
67	coarCHIm.2442.21	0.884696016771488	0.010482180293501	0
68	coarCHIm.2443.21	0.895178197064989	0.00838574423480084	0
69	coarCHIm.2444.21	0.890985324947589	0.00838574423480084	0
70	coarCHIm.2445.21	0.870020964360587	0.00419287211740042	0
71	coarCHIm.2446.21	0.880503144654088	0.00628930817610063	0
72	coarCHIm.2447.21	0.90146750524109	0.00419287211740042	0
73	coarCHIm.2448.21	0.893081761006289	0.00419287211740042	0
74	coarCHIm.2449.21	0.890985324947589	0.010482180293501	0
75	coarCHIm.2450.21	0.916142557651992	0.0125786163522013	0
76	coarCHIm.2551.21	0.989517819706499	0.335429769392034	0.0875
77	coarCHIm.2552.21	0.991614255765199	0.341719077568134	0.0552147239263804
78	coarCHIm.2553.21	0.987421383647799	0.423480083857442	0.0940594059405941
79	coarCHIm.2554.21	0.987421383647799	0.345911949685535	0.0848484848484849
80	coarCHIm.2555.21	0.991614255765199	0.40461215932914	0.077720207253886
81	coarCHIm.2556.21	0.926624737945493	0.0209643605870021	0
82	coarCHIm.2557.21	0.987421383647799	0.360587002096436	0.063953488372093
83	coarCHIm.2558.21	0.989517819706499	0.335429769392034	0.1
84	coarCHIm.2559.21	0.991614255765199	0.381551362683438	0.0934065934065934
85	coarCHIm.2560.21	0.991614255765199	0.310272536687631	0.0878378378378378
86	coarCHIm.2561.21	0.989517819706499	0.392033542976939	0.0481283422459893
87	coarCHIm.2562.21	0.987421383647799	0.366876310272537	0.0685714285714286
88	coarCHIm.2563.21	0.993710691823899	0.417190775681342	0.110552763819095
89	coarCHIm.2801.21	0.907756813417191	0.00628930817610063	0
90	coarCHIm.2802.21	0.874213836477987	0.00838574423480084	0
91	coarCHIm.2803.21	0.878406708595388	0.00628930817610063	0
92	coarCHIm.2804.21	0.890985324947589	0.00838574423480084	0
93	coarCHIm.2805.21	0.888888888888889	0.0125786163522013	0
94	coarCHIm.2806.21	0.863731656184486	0.00838574423480084	0
95	coarCHIm.2807.21	0.853249475890985	0.00838574423480084	0
96	coarCHIm.2808.21	0.880503144654088	0.00628930817610063	0
97	coarCHIm.2809.21	0.825995807127883	0.00628930817610063	0
98	coarCHIm.2810.21	0.884696016771488	0.00838574423480084	0
