sample	GenotypeRate	Heterozygosity	conScore
408	coarEASm.5140.22	0.914046121593291	0.308176100628931	0.163265306122449
409	coarEASm.5141.22	0.886792452830189	0.375262054507338	0.150837988826816
410	coarEASm.527.21	0.993710691823899	0.331236897274633	0.0822784810126582
411	coarEASm.528.21	0.976939203354298	0.293501048218029	0.0642857142857143
412	coarEASm.529.21	0.987421383647799	0.345911949685535	0.0545454545454545
413	coarEASm.530.21	0.966457023060797	0.324947589098532	0.0580645161290323
414	coarEASm.531.21	0	0	NA
415	coarEASm.532.21	0.964360587002096	0.310272536687631	0.0202702702702703
416	coarEASm.533.21	0.955974842767296	0.289308176100629	0.0579710144927536
417	coarEASm.534.21	0.951781970649895	0.316561844863732	0.0397350993377483
418	coarEASm.535.21	0.966457023060797	0.291404612159329	0.0431654676258993
419	coarEASm.536.21	0.962264150943396	0.375262054507338	0.0335195530726257
420	coarEASm.537.21	0.953878406708595	0.383647798742138	0.0437158469945355
421	coarEASm.538.21	0.941299790356394	0.329140461215933	0.0509554140127389
422	coarEASm.539.21	0.974842767295597	0.358490566037736	0.0760233918128655
423	coarEASm.540.21	0.987421383647799	0.354297693920335	0.0591715976331361
424	coarEASm.541.21	0.991614255765199	0.371069182389937	0.0564971751412429
425	coarEASm.542.21	0.991614255765199	0.371069182389937	0.101694915254237
426	coarEASm.543.21	0.993710691823899	0.345911949685535	0.0909090909090909
427	coarEASm.544.21	0.987421383647799	0.40041928721174	0.0680628272251309
428	coarEASm.545.21	0.989517819706499	0.394129979035639	0.0478723404255319
429	coarEASm.546.21	0.983228511530398	0.339622641509434	0.0802469135802469
430	coarEASm.547.21	0.987421383647799	0.350104821802935	0.0898203592814371
431	coarEASm.548.21	0.985324947589098	0.427672955974843	0.053921568627451
432	coarEASm.549.21	0.991614255765199	0.383647798742138	0.0765027322404372
433	coarEASm.550.21	0.985324947589098	0.385744234800839	0.0652173913043478
434	coarEASm.572.21	0.989517819706499	0.333333333333333	0.050314465408805
435	coarEASm.573.21	0.987421383647799	0.371069182389937	0.0677966101694915
436	coarEASm.574.21	0.993710691823899	0.345911949685535	0.0727272727272727
437	coarEASm.575.21	0.985324947589098	0.320754716981132	0.0588235294117647
438	coarEASm.576.21	0.989517819706499	0.389937106918239	0.0591397849462366
439	coarEASm.601.21	0.985324947589098	0.360587002096436	0.0581395348837209
440	coarEASm.602.21	0.993710691823899	0.354297693920335	0.0828402366863905
441	coarEASm.603.21	0.987421383647799	0.337526205450734	0.0993788819875776
442	coarEASm.604.21	0.983228511530398	0.392033542976939	0.0855614973262032
443	coarEASm.605.21	0.991614255765199	0.358490566037736	0.0994152046783626
444	coarEASm.606.21	0.989517819706499	0.387840670859539	0.0918918918918919
445	coarEASm.607.21	0.987421383647799	0.345911949685535	0.0848484848484849
446	coarEASm.608.21	0.932914046121593	0.335429769392034	0.01875
447	coarEASm.609.21	0.972746331236897	0.368972746331237	0.0454545454545455
448	coarEASm.610.21	0.968553459119497	0.348008385744235	0.036144578313253
449	coarEASm.611.21	0.960167714884696	0.358490566037736	0.0292397660818713
450	coarEASm.612.21	0.909853249475891	0.383647798742138	0.0382513661202186
451	coarEASm.613.21	0.941299790356394	0.333333333333333	0.0377358490566038
452	coarEASm.614.21	0.953878406708595	0.327044025157233	0.0641025641025641
453	coarEASm.615.21	0.955974842767296	0.385744234800839	0.0326086956521739
454	coarEASm.616.21	0.953878406708595	0.366876310272537	0.0285714285714286
455	coarEASm.617.21	0.964360587002096	0.30188679245283	0.0486111111111111
456	coarEASm.618.21	0.987421383647799	0.333333333333333	0.0691823899371069
457	coarEASm.619.21	0.989517819706499	0.421383647798742	0.0646766169154229
458	coarEASm.655.21	0.947589098532495	0.30188679245283	0.0138888888888889
459	coarEASm.656.21	0.930817610062893	0.310272536687631	0.0472972972972973
460	coarEASm.657.21	0.935010482180293	0.274633123689727	0.0381679389312977
461	coarEASm.658.21	0.932914046121593	0.29979035639413	0.027972027972028
462	coarEASm.785.22	0.960167714884696	0.29979035639413	0.020979020979021
463	coarEASm.786.22	0.958071278825996	0.274633123689727	0.0152671755725191
464	coarEASm.787.22	0.974842767295597	0.310272536687631	0.0472972972972973
465	coarEASm.788.22	0.983228511530398	0.280922431865828	0.0522388059701493
466	coarEASm.789.22	0.993710691823899	0.285115303983228	0.110294117647059
467	coarEASm.790.22	0.974842767295597	0.280922431865828	0.0746268656716418
468	coarEASm.791.22	0.985324947589098	0.312368972746331	0.0604026845637584
469	coarEASm.792.22	0.962264150943396	0.274633123689727	0.0534351145038168
470	coarEASm.793.22	0.962264150943396	0.306079664570231	0.0410958904109589
471	coarEASm.795.22	0.974842767295597	0.29769392033543	0.0492957746478873
472	coarEASm.796.22	0.968553459119497	0.293501048218029	0.0357142857142857
473	coarEASm.797.22	0.985324947589098	0.314465408805031	0.0933333333333333
474	coarEASm.799.22	0.974842767295597	0.291404612159329	0.0863309352517986
475	coarEASm.802.22	0.979035639412998	0.329140461215933	0.0509554140127389
476	coarEASm.803.22	0.976939203354298	0.285115303983228	0.0441176470588235
477	coarEASm.805.22	0.991614255765199	0.272536687631027	0.0692307692307692
478	coarEASm.806.22	0.993710691823899	0.333333333333333	0.0943396226415094
479	coarEASm.807.22	0.991614255765199	0.335429769392034	0.06875
480	coarEASm.808.22	0.989517819706499	0.333333333333333	0.0817610062893082
481	coarEASm.809.22	0.987421383647799	0.293501048218029	0.0571428571428571
482	coarEASm.810.22	0.993710691823899	0.324947589098532	0.0709677419354839
483	coarEASm.811.22	0.987421383647799	0.310272536687631	0.0608108108108108
484	coarEASm.812.22	0.993710691823899	0.293501048218029	0.1
485	coarEASm.813.22	0.993710691823899	0.30398322851153	0.0689655172413793
486	coarEASm.814.22	0.993710691823899	0.331236897274633	0.0632911392405063
487	coarEASm.815.22	0.987421383647799	0.280922431865828	0.0522388059701493
488	coarEASm.817.22	0.993710691823899	0.335429769392034	0.075
489	coarEASm.818.22	0.989517819706499	0.29559748427673	0.0851063829787234
490	coarEASm.820.22	0.987421383647799	0.278825995807128	0.0601503759398496
491	coarEASm.821.22	0.930817610062893	0.253668763102725	0.0165289256198347
492	coarEASm.823.22	0.955974842767296	0.318658280922432	0.0263157894736842
493	coarEASm.824.22	0.953878406708595	0.322851153039832	0.038961038961039
494	coarEASm.825.22	0.972746331236897	0.29979035639413	0.048951048951049
495	coarEASm.836.22	0.968553459119497	0.285115303983228	0.0514705882352941
496	coarEASm.837.22	0.945492662473795	0.314465408805031	0.0466666666666667
497	coarEASm.838.22	0.966457023060797	0.287211740041929	0.0291970802919708
498	coarEASm.839.22	0.962264150943396	0.289308176100629	0.036231884057971
499	coarEASm.852.22	0.947589098532495	0.312368972746331	0.0402684563758389
500	coarEASm.856.22	0.951781970649895	0.283018867924528	0.0518518518518519
501	coarEASm.858.22	0.979035639412998	0.285115303983228	0.0367647058823529
502	coarEASm.867.22	0.991614255765199	0.320754716981132	0.0915032679738562
503	coarEASm.877.22	0.955974842767296	0.337526205450734	0.0559006211180124
504	coarEASm.905.22	0.951781970649895	0.314465408805031	0.0333333333333333
505	coarEASm.909.22	0.958071278825996	0.30398322851153	0.0482758620689655
506	coarEASm.910.22	0.966457023060797	0.314465408805031	0.04
507	coarEASm.911.22	0.861635220125786	0.00628930817610063	0
508	coarEASm.914.22	0.945492662473795	0.308176100628931	0.0272108843537415
509	coarEASm.926.22	0.949685534591195	0.29979035639413	0.027972027972028
510	coarEASm.928.22	0.960167714884696	0.285115303983228	0.0294117647058824
511	coarEASm.929.22	0.943396226415094	0.318658280922432	0.0328947368421053
512	coarEASm.930.22	0.968553459119497	0.341719077568134	0.0184049079754601
513	coarEASm.931.22	0.972746331236897	0.29769392033543	0.028169014084507
514	coarEASm.934.22	0.991614255765199	0.293501048218029	0.0857142857142857
515	coarEASm.935.22	0.958071278825996	0.318658280922432	0.0263157894736842
516	coarEASm.936.22	0.981132075471698	0.318658280922432	0.0263157894736842
517	coarEASm.937.22	0.955974842767296	0.312368972746331	0.0805369127516778
518	coarEASm.938.22	0.951781970649895	0.291404612159329	0.0575539568345324
519	coarEASm.940.22	0.943396226415094	0.322851153039832	0.051948051948052
520	coarEASm.941.22	0.928721174004193	0.285115303983228	0.0441176470588235
521	coarEASm.942.22	0.966457023060797	0.314465408805031	0.0266666666666667
522	coarEASm.946.22	0.966457023060797	0.30398322851153	0.0482758620689655
523	coarEASs.578.21	0.991614255765199	0.356394129979036	0.105882352941176
524	coarEASs.580.22	0.987421383647799	0.381551362683438	0.0934065934065934
525	coarEASs.581.23	0.987421383647799	0.371069182389937	0.0677966101694915
526	coarEASs.582.24	0.985324947589098	0.360587002096436	0.0988372093023256
527	coarEASs.583.25	0.987421383647799	0.350104821802935	0.0479041916167665
528	coarEASs.584.26	0.989517819706499	0.324947589098532	0.0709677419354839
529	coarEASs.585.27	0.979035639412998	0.371069182389937	0.0338983050847458
530	coarEASs.586.28	0.979035639412998	0.341719077568134	0.0306748466257669
531	coarEASs.587.29	0.985324947589098	0.362683438155136	0.0751445086705202
532	coarEASs.588.30	0.985324947589098	0.387840670859539	0.0594594594594595
533	coarEASs.589.31	0.989517819706499	0.40041928721174	0.06282722513089
534	coarEASs.597.21	0.989517819706499	0.415094339622642	0.0404040404040404
535	coarEASs.598.21	0.985324947589098	0.350104821802935	0.0718562874251497
536	coarEASs.620.21	0.968553459119497	0.327044025157233	0.0576923076923077
537	coarEASs.621.21	0.935010482180293	0.348008385744235	0.0301204819277108
538	coarEASs.622.21	0.964360587002096	0.375262054507338	0.0502793296089385
539	coarEASs.623.21	0.937106918238994	0.352201257861635	0.0476190476190476
540	coarEASs.626.21	0.981132075471698	0.364779874213836	0.0517241379310345
541	coarEASs.627.21	0.937106918238994	0.324947589098532	0.0193548387096774
542	coarEASs.638.22	0.886792452830189	0.348008385744235	0.0301204819277108
543	coarEASs.643.22	0.874213836477987	0.312368972746331	0.0201342281879195
544	coarEASs.645.22	0.960167714884696	0.383647798742138	0.0163934426229508
545	coarEASs.646.22	0.955974842767296	0.379454926624738	0.0552486187845304
546	coarEASs.647.22	0.893081761006289	0.345911949685535	0.0363636363636364
547	coarEASs.649.22	0.914046121593291	0.327044025157233	0.00641025641025641
548	coarEASs.650.22	0.932914046121593	0.368972746331237	0.0227272727272727
549	coarEASs.662.21	0.928721174004193	0.312368972746331	0.0268456375838926
550	coarEASs.665.21	0.89727463312369	0.312368972746331	0.0201342281879195
551	coarEASs.666.21	0.914046121593291	0.318658280922432	0.0197368421052632
552	coarEASs.667.21	0.932914046121593	0.285115303983228	0.0294117647058824
553	coarEASs.668.21	0.830188679245283	0.341719077568134	0.0184049079754601
554	coarEASs.669.21	0.974842767295597	0.366876310272537	0.04
555	coarEASs.675.21	0.985324947589098	0.373165618448637	0.0393258426966292
556	coarEASs.685.22	0.853249475890985	0.010482180293501	0
557	coarEASs.686.22	0.909853249475891	0.331236897274633	0.0253164556962025
558	coarEASs.687.22	0.930817610062893	0.362683438155136	0.0404624277456647
559	coarEASs.689.22	0.918238993710692	0.360587002096436	0.0523255813953488
560	coarEASs.704.22	0.911949685534591	0.348008385744235	0.0240963855421687
561	coarEASs.705.22	0.840670859538784	0.312368972746331	0.0268456375838926
562	coarEASs.706.22	0.895178197064989	0.324947589098532	0.0129032258064516
563	coarEASs.708.22	0.958071278825996	0.348008385744235	0.0843373493975904
564	coarEASs.710.22	0.968553459119497	0.368972746331237	0.0965909090909091
565	coarEASs.711.22	0.909853249475891	0.350104821802935	0.0239520958083832
566	coarEASs.712.22	0.943396226415094	0.358490566037736	0.0292397660818713
567	coarEASs.713.22	0.941299790356394	0.354297693920335	0.029585798816568
568	coarEASs.714.22	0.90146750524109	0.329140461215933	0.0382165605095541
569	coarEASs.715.22	0.49685534591195	0.241090146750524	0.0260869565217391
570	coarEASs.716.22	0.876310272536688	0.473794549266247	0.18141592920354
571	coarEASs.717.22	0.429769392033543	0.236897274633124	0.0176991150442478
572	coarEASs.718.22	0.454926624737945	0.228511530398323	0.055045871559633
573	coarEASs.720.22	0.417190775681342	0.218029350104822	0.00961538461538462
574	coarEASs.722.22	0.469601677148847	0.245283018867925	0.0341880341880342
575	coarEASs.723.22	0.744234800838574	0.39622641509434	0.137566137566138
576	coarEASs.724.22	0.981132075471698	0.377358490566038	0.0944444444444444
577	coarEASs.728.22	0.970649895178197	0.383647798742138	0.0655737704918033
578	coarEASs.729.22	0.974842767295597	0.368972746331237	0.0568181818181818
579	coarEASs.731.22	0.981132075471698	0.343815513626834	0.0487804878048781
580	coarEASs.732.22	0.972746331236897	0.39622641509434	0.105820105820106
581	coarEASs.733.22	0.974842767295597	0.368972746331237	0.0625
582	coarEASs.734.22	0.974842767295597	0.360587002096436	0.0406976744186047
583	coarEASs.751.21	0.958071278825996	0.329140461215933	0.0191082802547771
584	coarEASs.752.21	0.970649895178197	0.40461215932914	0.0207253886010363
585	coarEASs.753.21	0.949685534591195	0.335429769392034	0.03125
586	coarEASs.754.21	0.949685534591195	0.356394129979036	0.0294117647058824
587	coarEASs.755.21	0.935010482180293	0.320754716981132	0.0522875816993464
588	coarEASs.756.21	0.878406708595388	0.00838574423480084	0
589	coarEASs.757.21	0.947589098532495	0.333333333333333	0.176100628930818
590	coarEASs.758.21	0.909853249475891	0.366876310272537	0.0971428571428571
591	coarEASs.759.21	0.953878406708595	0.389937106918239	0.043010752688172
592	coarEASs.760.21	0.972746331236897	0.559748427672956	0.393258426966292
593	coarEASs.761.21	0.90146750524109	0.0209643605870021	0.2
594	coarEASs.762.21	0.935010482180293	0.444444444444444	0.268867924528302
595	coarEASs.763.21	0.926624737945493	0.345911949685535	0.0424242424242424
596	coarEASs.764.21	0.953878406708595	0.350104821802935	0.0718562874251497
597	coarEASs.765.21	0.849056603773585	0.00838574423480084	0
598	coarEASs.766.21	0.855345911949686	0.010482180293501	0
599	coarEASs.767.21	0.922431865828092	0.375262054507338	0.0502793296089385
600	coarEASs.768.21	0.870020964360587	0.010482180293501	0
601	coarEASs.769.21	0.949685534591195	0.408805031446541	0.041025641025641
602	coarEASs.770.21	0.861635220125786	0.00419287211740042	0
603	coarEASs.771.21	0.857442348008386	0.00838574423480084	0
604	coarFISs.1.22	0.968553459119497	0.394129979035639	0.117021276595745
605	coarFISs.10.22	0.907756813417191	0.356394129979036	0.0117647058823529
606	coarFISs.11.22	0.941299790356394	0.310272536687631	0.0202702702702703
607	coarFISs.12.22	0.935010482180293	0.324947589098532	0.0129032258064516
608	coarFISs.13.22	0.930817610062893	0.362683438155136	0.00578034682080925
609	coarFISs.14.22	0.958071278825996	0.362683438155136	0.0289017341040462
610	coarFISs.15.22	0.890985324947589	0.364779874213836	0.0172413793103448
611	coarFISs.16.22	0.951781970649895	0.358490566037736	0.0409356725146199
612	coarFISs.17.22	0.958071278825996	0.339622641509434	0.0246913580246914
613	coarFISs.18.22	0.955974842767296	0.314465408805031	0.0333333333333333
614	coarFISs.19.22	0.920335429769392	0.352201257861635	0.00595238095238095
615	coarFISs.2.22	0.983228511530398	0.362683438155136	0.0867052023121387
616	coarFISs.20.22	0.840670859538784	0.362683438155136	0.0289017341040462
617	coarFISs.3.22	0.987421383647799	0.377358490566038	0.0555555555555556
618	coarFISs.4.22	0.985324947589098	0.364779874213836	0.0114942528735632
619	coarFISs.5.22	0.9958071278826	0.364779874213836	0.0689655172413793
620	coarFISs.6.22	0.960167714884696	0.358490566037736	0.0350877192982456
621	coarFISs.7.22	0.928721174004193	0.293501048218029	0.0142857142857143
622	coarFISs.8.22	0.90356394129979	0.345911949685535	0.0666666666666667
623	coarFISs.9.22	0.911949685534591	0.329140461215933	0.0127388535031847
624	coarLAGs.001.20	0.842767295597484	0.0125786163522013	0
625	coarLAGs.002.20	0.937106918238994	0.350104821802935	0.0179640718562874
626	coarLAGs.003.20	0.920335429769392	0.327044025157233	0.0192307692307692
627	coarLAGs.004.20	0.888888888888889	0.331236897274633	0.00632911392405063
628	coarLAGs.005.20	0.930817610062893	0.287211740041929	0.0364963503649635
629	coarLAGs.006.20	0.932914046121593	0.341719077568134	0.0184049079754601
630	coarLAGs.007.20	0.955974842767296	0.345911949685535	0.0303030303030303
631	coarLAGs.008.20	0.974842767295597	0.358490566037736	0.0467836257309941
632	coarLAGs.009.20	0.981132075471698	0.348008385744235	0.0180722891566265
633	coarLAGs.010.20	0.926624737945493	0.322851153039832	0.0454545454545455
634	coarLAGs.011.20	0.861635220125786	0.00838574423480084	0
635	coarLAGs.012.20	0.930817610062893	0.29559748427673	0.0212765957446809
636	coarLAGs.013.20	0.935010482180293	0.352201257861635	0.00595238095238095
637	coarLAGs.014.20	0.937106918238994	0.366876310272537	0.0228571428571429
638	coarLAGs.015.20	0.851153039832285	0.329140461215933	0.0254777070063694
639	coarLAGs.016.20	0.916142557651992	0.352201257861635	0.0416666666666667
640	coarLAGs.017.20	0.947589098532495	0.362683438155136	0.023121387283237
641	coarLAGs.018.20	0.918238993710692	0.324947589098532	0.00645161290322581
642	coarLAGs.019.20	0.930817610062893	0.316561844863732	0.033112582781457
643	coarLAGs.020.20	0.89937106918239	0.00838574423480084	0
644	coarLAGs.031.20	0.974842767295597	0.320754716981132	0.0196078431372549
645	coarLAGs.032.20	0.893081761006289	0.306079664570231	0.0136986301369863
646	coarLAGs.033.20	0.937106918238994	0.366876310272537	0.00571428571428571
647	coarLAGs.034.20	0.974842767295597	0.312368972746331	0.0335570469798658
648	coarLAGs.035.20	0.928721174004193	0.368972746331237	0.0227272727272727
649	coarLAGs.036.20	0.953878406708595	0.30398322851153	0.0344827586206897
650	coarLAGs.037.20	0.941299790356394	0.343815513626834	0.024390243902439
651	coarLAGs.038.20	0.909853249475891	0.354297693920335	0.0177514792899408
652	coarLAGs.039.20	0.960167714884696	0.381551362683438	0.0494505494505494
653	coarLAGs.040.20	0.937106918238994	0.316561844863732	0.00662251655629139
654	coarNOTs.025.20	0.989517819706499	0.366876310272537	0.0685714285714286
655	coarNOTs.026.20	0.111111111111111	0.0440251572327044	0
656	coarNOTs.027.20	0.983228511530398	0.377358490566038	0.0611111111111111
657	coarNOTs.028.20	0.985324947589098	0.366876310272537	0.0457142857142857
658	coarNOTs.029.20	0.987421383647799	0.291404612159329	0.079136690647482
659	coarNOTs.030.20	0.991614255765199	0.373165618448637	0.0674157303370786
660	coarNOTs.031.20	0.987421383647799	0.348008385744235	0.0602409638554217
661	coarNOTs.032.20	0.989517819706499	0.389937106918239	0.0483870967741935
662	coarNOTs.033.20	0.989517819706499	0.339622641509434	0.0925925925925926
663	coarNOTs.034.20	0.976939203354298	0.358490566037736	0.0818713450292398
664	coarNOTs.035.20	0.987421383647799	0.39832285115304	0.0631578947368421
665	coarNOTs.036.20	0.985324947589098	0.364779874213836	0.0919540229885057
666	coarNOTs.037.20	0.991614255765199	0.356394129979036	0.0294117647058824
667	coarNOTs.038.20	0.882599580712788	0.385744234800839	0.0815217391304348
668	coarNOTs.039.20	0.928721174004193	0.377358490566038	0.0111111111111111
669	coarNOTs.040.20	0.953878406708595	0.335429769392034	0.0375
670	coarNOTs.1.20	0.964360587002096	0.371069182389937	0.0564971751412429
671	coarNOTs.10.20	0.830188679245283	0.343815513626834	0.00609756097560976
672	coarNOTs.11.20	0.853249475890985	0.329140461215933	0.0127388535031847
673	coarNOTs.12.20	0.914046121593291	0.381551362683438	0.0384615384615385
674	coarNOTs.13.20	0.951781970649895	0.354297693920335	0.029585798816568
675	coarNOTs.14.20	0.721174004192872	0.276729559748428	0.0151515151515152
676	coarNOTs.15.20	0.777777777777778	0.236897274633124	0.0176991150442478
677	coarNOTs.16.20	0.60167714884696	0.255765199161426	0.0163934426229508
678	coarNOTs.17.20	0.740041928721174	0.232704402515723	0
679	coarNOTs.18.20	0.80293501048218	0.314465408805031	0.0133333333333333
680	coarNOTs.19.20	0.855345911949686	0.312368972746331	0.0134228187919463
681	coarNOTs.2.20	0.834381551362683	0.262054507337526	0.024
682	coarNOTs.20.20	0.788259958071279	0.29979035639413	0.00699300699300699
683	coarNOTs.21.20	0.721174004192872	0.20335429769392	0.0309278350515464
684	coarNOTs.22.20	0.842767295597484	0.320754716981132	0.0065359477124183
685	coarNOTs.23.20	0.809224318658281	0.287211740041929	0.0072992700729927
686	coarNOTs.24.20	0.658280922431866	0.339622641509434	0.037037037037037
687	coarNOTs.3.20	0.761006289308176	0.266247379454927	0.015748031496063
688	coarNOTs.4.20	0.716981132075472	0.266247379454927	0.015748031496063
689	coarNOTs.5.20	0.809224318658281	0.276729559748428	0
690	coarNOTs.6.20	0.813417190775681	0.287211740041929	0.0218978102189781
691	coarNOTs.7.20	0.842767295597484	0.314465408805031	0.00666666666666667
692	coarNOTs.7501.21	0.972746331236897	0.274633123689727	0.0534351145038168
693	coarNOTs.7502.21	0.968553459119497	0.278825995807128	0.0526315789473684
694	coarNOTs.7503.21	0.890985324947589	0.253668763102725	0.0165289256198347
695	coarNOTs.7504.21	0.719077568134172	0.278825995807128	0.0225563909774436
696	coarNOTs.7505.21	0.851153039832285	0.362683438155136	0.138728323699422
697	coarNOTs.7506.21	0.964360587002096	0.29559748427673	0.0425531914893617
698	coarNOTs.7507.21	0.876310272536688	0.289308176100629	0.0289855072463768
699	coarNOTs.7508.21	0.928721174004193	0.276729559748428	0.0151515151515152
700	coarNOTs.7509.21	0.947589098532495	0.29559748427673	0.0354609929078014
701	coarNOTs.7510.21	0.970649895178197	0.333333333333333	0.0566037735849057
702	coarNOTs.7511.21	0.953878406708595	0.364779874213836	0.0402298850574713
703	coarNOTs.7512.21	0.920335429769392	0.278825995807128	0.0150375939849624
704	coarNOTs.7513.21	0.979035639412998	0.280922431865828	0.0522388059701493
705	coarNOTs.7514.21	0.943396226415094	0.257861635220126	0.032520325203252
706	coarNOTs.7515.21	0.926624737945493	0.259958071278826	0.0241935483870968
707	coarNOTs.7516.21	0.955974842767296	0.272536687631027	0.0307692307692308
708	coarNOTs.7517.21	0.935010482180293	0.320754716981132	0.0326797385620915
709	coarNOTs.7518.21	0.89937106918239	0.274633123689727	0.0229007633587786
710	coarNOTs.7519.21	0.907756813417191	0.274633123689727	0
711	coarNOTs.7520.21	0.614255765199161	0.234800838574423	0.0178571428571429
712	coarNOTs.7521.21	0.968553459119497	0.280922431865828	0.0373134328358209
713	coarNOTs.7522.21	0.972746331236897	0.308176100628931	0.0272108843537415
714	coarNOTs.7523.21	0.943396226415094	0.291404612159329	0.0215827338129496
715	coarNOTs.7524.21	0.930817610062893	0.314465408805031	0.0266666666666667
716	coarNOTs.7525.21	0.974842767295597	0.320754716981132	0.0849673202614379
717	coarNOTs.7526.21	0.880503144654088	0.383647798742138	0.218579234972678
718	coarNOTs.7527.21	0.955974842767296	0.30398322851153	0.0551724137931034
719	coarNOTs.7528.21	0.947589098532495	0.29559748427673	0.0851063829787234
720	coarNOTs.7529.21	0.825995807127883	0.268343815513627	0.0234375
721	coarNOTs.7530.21	0.949685534591195	0.280922431865828	0.0373134328358209
722	coarNOTs.7531.21	0.951781970649895	0.30188679245283	0.0486111111111111
723	coarNOTs.7532.21	0.729559748427673	0.348008385744235	0.120481927710843
724	coarNOTs.7533.21	0.580712788259958	0.243186582809224	0.00862068965517241
725	coarNOTs.7534.21	0.941299790356394	0.268343815513627	0.0078125
726	coarNOTs.7535.21	0.649895178197065	0.211740041928721	0.0099009900990099
727	coarNOTs.7536.21	0.932914046121593	0.29559748427673	0.0283687943262411
728	coarNOTs.7537.21	0.958071278825996	0.285115303983228	0.102941176470588
729	coarNOTs.7538.21	0.989517819706499	0.322851153039832	0.0714285714285714
730	coarNOTs.7539.21	0.966457023060797	0.274633123689727	0.0534351145038168
731	coarNOTs.7540.21	0.979035639412998	0.320754716981132	0.0588235294117647
732	coarNOTs.7541.21	0.794549266247379	0.274633123689727	0.0229007633587786
733	coarNOTs.7542.21	0.972746331236897	0.274633123689727	0.0534351145038168
734	coarNOTs.7543.21	0.979035639412998	0.327044025157233	0.0448717948717949
735	coarNOTs.7544.21	0.966457023060797	0.287211740041929	0.0437956204379562
736	coarNOTs.7545.21	0.970649895178197	0.310272536687631	0.0337837837837838
737	coarNOTs.7546.21	0.645702306079665	0.232704402515723	0.00900900900900901
738	coarNOTs.7547.21	0.972746331236897	0.312368972746331	0.0335570469798658
739	coarNOTs.7548.21	0.905660377358491	0.259958071278826	0.0241935483870968
740	coarNOTs.7549.21	0.989517819706499	0.324947589098532	0.0451612903225806
741	coarNOTs.7550.21	0.991614255765199	0.314465408805031	0.08
742	coarNOTs.7551.21	0.989517819706499	0.356394129979036	0.0941176470588235
743	coarNOTs.7552.21	0.962264150943396	0.333333333333333	0.125786163522013
744	coarNOTs.7553.21	0.360587002096436	0.136268343815514	0
745	coarNOTs.7554.21	0.962264150943396	0.348008385744235	0.0843373493975904
746	coarNOTs.7555.21	0.580712788259958	0.190775681341719	0
747	coarNOTs.7556.21	0.987421383647799	0.293501048218029	0.0714285714285714
748	coarNOTs.7557.21	0.991614255765199	0.29769392033543	0.0422535211267606
749	coarNOTs.7558.21	0.985324947589098	0.310272536687631	0.0405405405405405
750	coarNOTs.7559.21	0.989517819706499	0.322851153039832	0.0714285714285714
751	coarNOTs.7560.21	0.924528301886792	0.329140461215933	0.0318471337579618
752	coarNOTs.7561.21	0.0880503144654088	0.0272536687631027	0
753	coarNOTs.7562.21	0.412997903563941	0.146750524109015	0
754	coarNOTs.7563.21	0.364779874213836	0.140461215932914	0.0447761194029851
755	coarNOTs.7564.21	0.750524109014675	0.251572327044025	0.0166666666666667
756	coarNOTs.7565.21	0.985324947589098	0.285115303983228	0.0955882352941176
757	coarNOTs.7566.21	0.249475890985325	0.0817610062893082	0
758	coarNOTs.7567.21	0.895178197064989	0.259958071278826	0.0645161290322581
759	coarNOTs.7568.21	0.819706498951782	0.218029350104822	0.0288461538461538
760	coarNOTs.7701.21	0.964360587002096	0.306079664570231	0.0547945205479452
761	coarNOTs.7702.21	0.922431865828092	0.30398322851153	0.00689655172413793
762	coarNOTs.7703.21	0.90356394129979	0.30398322851153	0.0344827586206897
763	coarNOTs.7704.21	0.989517819706499	0.394129979035639	0.0904255319148936
764	coarNOTs.7705.21	0.989517819706499	0.285115303983228	0.0735294117647059
765	coarNOTs.7706.21	0.981132075471698	0.331236897274633	0.0316455696202532
766	coarNOTs.7707.21	0.981132075471698	0.29979035639413	0.0699300699300699
767	coarNOTs.7708.21	0.932914046121593	0.383647798742138	0.0218579234972678
768	coarNOTs.7709.21	0.926624737945493	0.329140461215933	0.0445859872611465
769	coarNOTs.7710.21	0.962264150943396	0.335429769392034	0.075
770	coarNOTs.7711.21	0.914046121593291	0.335429769392034	0.0375
771	coarNOTs.7712.21	0.947589098532495	0.421383647798742	0.223880597014925
772	coarNOTs.7713.21	0.960167714884696	0.314465408805031	0.06
773	coarNOTs.7714.21	0.947589098532495	0.312368972746331	0.0536912751677852
774	coarNOTs.7715.21	0.865828092243187	0.366876310272537	0.0685714285714286
775	coarNOTs.7716.21	0.909853249475891	0.343815513626834	0.0426829268292683
776	coarNOTs.7717.21	0.792452830188679	0.39622641509434	0.0899470899470899
777	coarNOTs.7718.21	0.958071278825996	0.593291404612159	0.512367491166078
778	coarNOTs.7719.21	0.979035639412998	0.285115303983228	0.0514705882352941
779	coarNOTs.7720.21	0.941299790356394	0.348008385744235	0.0301204819277108
780	coarNOTs.7721.21	0.974842767295597	0.335429769392034	0.05625
781	coarNOTs.7722.21	0.962264150943396	0.362683438155136	0.115606936416185
782	coarNOTs.7723.21	0.945492662473795	0.343815513626834	0.0426829268292683
783	coarNOTs.7724.21	0.941299790356394	0.337526205450734	0.0496894409937888
784	coarNOTs.7725.21	0.884696016771488	0.253668763102725	0.0330578512396694
785	coarNOTs.7726.21	0.90356394129979	0.465408805031447	0.220720720720721
