community,river.name,sample_number,species,date,latitude,longitude,fishes_id,stock_clean,species_clean
Wemindji,Waapishuchish South,1285,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1285-22,Mixed,Cisco
Wemindji,Waapishuchish South,1286,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1286-22,Mixed,Cisco
Wemindji,Waapishuchish South,1287,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1287-22,Mixed,Cisco
Wemindji,Waapishuchish South,1288,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1288-22,Mixed,Cisco
Wemindji,Waapishuchish South,1289,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1289-22,Mixed,Cisco
Wemindji,Waapishuchish South,1290,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1290-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1291,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1291-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1292,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1292-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1293,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1293-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1294,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1294-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1295,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1295-22,Mixed,Cisco
Wemindji,Kakabat's Camp,1296,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1296-22,Mixed,Cisco
Wemindji,Goose Island,1297,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1297-22,Mixed,Cisco
Wemindji,Goose Island,1298,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1298-22,Mixed,Cisco
Wemindji,Goose Island,1299,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1299-22,Mixed,Cisco
Wemindji,Goose Island,1300,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1300-22,Mixed,Cisco
Wemindji,Goose Island,1326,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1326-22,Mixed,Cisco
Wemindji,Goose Island,1327,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1327-22,Mixed,Cisco
Wemindji,Goose Island,1328,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1328-22,Mixed,Cisco
Wemindji,Goose Island,1329,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1329-22,Mixed,Cisco
Wemindji,Goose Island,1330,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1330-22,Mixed,Cisco
Wemindji,Goose Island,1331,Cisco,30-08-2022,53.146212,-78.942229,coarWEMm_1331-22,Mixed,Cisco
Eastmain,Fishing River,1,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_1-22,Source,Cisco
Eastmain,Fishing River,10,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_10-22,Source,Cisco
Eastmain,Fishing River,11,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_11-22,Source,Cisco
Eastmain,Fishing River,12,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_12-22,Source,Cisco
Eastmain,Fishing River,13,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_13-22,Source,Cisco
Eastmain,Fishing River,14,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_14-22,Source,Cisco
Eastmain,Fishing River,15,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_15-22,Source,Cisco
Eastmain,Fishing River,16,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_16-22,Source,Cisco
Eastmain,Fishing River,17,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_17-22,Source,Cisco
Eastmain,Fishing River,18,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_18-22,Source,Cisco
Eastmain,Fishing River,19,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_19-22,Source,Cisco
Eastmain,Fishing River,2,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_2-22,Source,Cisco
Eastmain,Fishing River,20,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_20-22,Source,Cisco
Eastmain,Fishing River,3,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_3-22,Source,Cisco
Eastmain,Fishing River,4,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_4-22,Source,Cisco
Eastmain,Fishing River,5,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_5-22,Source,Cisco
Eastmain,Fishing River,6,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_6-22,Source,Cisco
Eastmain,Fishing River,7,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_7-22,Source,Cisco
Eastmain,Fishing River,8,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_8-22,Source,Cisco
Eastmain,Fishing River,9,Cisco,03-03-2022,52.256100000000004,-78.443023,coarFISs_9-22,Source,Cisco
Chisasibi,NA,9491,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9491-23,Mixed,Cisco
Chisasibi,NA,9492,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9492-23,Mixed,Cisco
Chisasibi,NA,9493,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9493-23,Mixed,Cisco
Chisasibi,NA,9494,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9494-23,Mixed,Cisco
Chisasibi,NA,9495,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9495-23,Mixed,Cisco
Chisasibi,NA,9496,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9496-23,Mixed,Cisco
Chisasibi,NA,9497,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9497-23,Mixed,Cisco
Chisasibi,NA,9498,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9498-23,Mixed,Cisco
Chisasibi,NA,9499,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9499-23,Mixed,Cisco
Chisasibi,NA,9500,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9500-23,Mixed,Cisco
Chisasibi,NA,9501,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9501-23,Mixed,Cisco
Chisasibi,NA,9502,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9502-23,Mixed,Cisco
Chisasibi,NA,9503,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9503-23,Mixed,Cisco
Chisasibi,NA,9504,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9504-23,Mixed,Cisco
Chisasibi,NA,9505,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9505-23,Mixed,Cisco
Chisasibi,NA,9506,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9506-23,Mixed,Cisco
Chisasibi,NA,9507,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9507-23,Mixed,Cisco
Chisasibi,NA,9508,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9508-23,Mixed,Cisco
Chisasibi,NA,9509,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9509-23,Mixed,Cisco
Chisasibi,NA,9510,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9510-23,Mixed,Cisco
Chisasibi,NA,9511,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9511-23,Mixed,Cisco
Chisasibi,NA,9512,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9512-23,Mixed,Cisco
Chisasibi,NA,9513,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9513-23,Mixed,Cisco
Chisasibi,NA,9514,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9514-23,Mixed,Cisco
Chisasibi,NA,9515,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_9515-23,Mixed,Cisco
Chisasibi,NA,M10,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M10-23,Mixed,Cisco
Chisasibi,NA,M11,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M11-23,Mixed,Cisco
Chisasibi,NA,M12,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M12-23,Mixed,Cisco
Chisasibi,NA,M13,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M13-23,Mixed,Cisco
Chisasibi,NA,M14,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M14-23,Mixed,Cisco
Chisasibi,NA,M15,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M15-23,Mixed,Cisco
Chisasibi,NA,M16,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M16-23,Mixed,Cisco
Chisasibi,NA,M17,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M17-23,Mixed,Cisco
Chisasibi,NA,M18,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M18-23,Mixed,Cisco
Chisasibi,NA,M19,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M19-23,Mixed,Cisco
Chisasibi,NA,M20,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M20-23,Mixed,Cisco
Chisasibi,NA,M21,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M21-23,Mixed,Cisco
Chisasibi,NA,M22,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M22-23,Mixed,Cisco
Chisasibi,NA,M23,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M23-23,Mixed,Cisco
Chisasibi,NA,M24,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M24-23,Mixed,Cisco
Chisasibi,NA,M25,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M25-23,Mixed,Cisco
Chisasibi,NA,M26,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M26-23,Mixed,Cisco
Chisasibi,NA,M27,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M27-23,Mixed,Cisco
Chisasibi,NA,M28,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M28-23,Mixed,Cisco
Chisasibi,NA,M29,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M29-23,Mixed,Cisco
Chisasibi,NA,M30,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M30-23,Mixed,Cisco
Chisasibi,NA,M31,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M31-23,Mixed,Cisco
Chisasibi,NA,M32,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M32-23,Mixed,Cisco
Chisasibi,NA,M33,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M33-23,Mixed,Cisco
Chisasibi,NA,M34,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M34-23,Mixed,Cisco
Chisasibi,NA,M35,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M35-23,Mixed,Cisco
Chisasibi,NA,M36,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M36-23,Mixed,Cisco
Chisasibi,NA,M37,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M37-23,Mixed,Cisco
Chisasibi,NA,M38,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M38-23,Mixed,Cisco
Chisasibi,NA,M39,Cisco,11-08-2023,53.402185,53.402185,coarCHIm_M39-23,Mixed,Cisco
Chisasibi,NA,M40,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M40-23,Mixed,Cisco
Chisasibi,NA,M41,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M41-23,Mixed,Cisco
Chisasibi,NA,M42,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M42-23,Mixed,Cisco
Chisasibi,NA,M43,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M43-23,Mixed,Cisco
Chisasibi,NA,M44,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M44-23,Mixed,Cisco
Chisasibi,NA,M45,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M45-23,Mixed,Cisco
Chisasibi,NA,M46,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M46-23,Mixed,Cisco
Chisasibi,NA,M47,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M47-23,Mixed,Cisco
Chisasibi,NA,M48,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M48-23,Mixed,Cisco
Chisasibi,NA,M49,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M49-23,Mixed,Cisco
Chisasibi,NA,M50,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M50-23,Mixed,Cisco
Chisasibi,NA,M51,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M51-23,Mixed,Cisco
Chisasibi,NA,M52,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M52-23,Mixed,Cisco
Chisasibi,NA,M53,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M53-23,Mixed,Cisco
Chisasibi,NA,M54,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M54-23,Mixed,Cisco
Chisasibi,NA,M55,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M55-23,Mixed,Cisco
Chisasibi,NA,M56,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M56-23,Mixed,Cisco
Chisasibi,NA,M57,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M57-23,Mixed,Cisco
Chisasibi,NA,M58,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M58-23,Mixed,Cisco
Chisasibi,NA,M59,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M59-23,Mixed,Cisco
Chisasibi,NA,M6,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M6-23,Mixed,Cisco
Chisasibi,NA,M60,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M60-23,Mixed,Cisco
Chisasibi,NA,M61,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M61-23,Mixed,Cisco
Chisasibi,NA,M62,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M62-23,Mixed,Cisco
Chisasibi,NA,M63,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M63-23,Mixed,Cisco
Chisasibi,NA,M64,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M64-23,Mixed,Cisco
Chisasibi,NA,M65,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M65-23,Mixed,Cisco
Chisasibi,NA,M66,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M66-23,Mixed,Cisco
Chisasibi,NA,M67,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M67-23,Mixed,Cisco
Chisasibi,NA,M68,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M68-23,Mixed,Cisco
Chisasibi,NA,M69,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M69-23,Mixed,Cisco
Chisasibi,NA,M7,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M7-23,Mixed,Cisco
Chisasibi,NA,M70,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M70-23,Mixed,Cisco
Chisasibi,NA,M71,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M71-23,Mixed,Cisco
Chisasibi,NA,M72,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M72-23,Mixed,Cisco
Chisasibi,NA,M8,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M8-23,Mixed,Cisco
Chisasibi,NA,M9,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M9-23,Mixed,Cisco
Chisasibi,NA,M45,Cisco,13-08-2023,53.402185,53.402185,coarCHIm_M45-23,Mixed,Cisco
Eastmain,Eastmain River/Fishing River Opening,687,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_687-22,Source,Cisco
Waskaganish,NottawayRiver,NOT_36EARLY,Cisco,05-08-2021,51.177888,-78.908844,coarNOTs_7536-21,Source,Cisco
Waskaganish,NottawayRiver,NOT_37EARLY,Cisco,05-08-2021,51.177888,-78.908844,coarNOTs_7537-21,Source,Cisco
Waskaganish,NottawayRiver,NOT_38EARLY,Cisco,05-08-2021,51.177888,-78.908844,coarNOTs_7538-21,Source,Cisco
Waskaganish,Upichun,3012,Cisco,28-07-2021,51.95576,-78.872863,coarWASm_3012-21,Mixed,Cisco
Waskaganish,Upichun,3013,Cisco,28-07-2021,51.95576,-78.872863,coarWASm_3013-21,Mixed,Cisco
Chisasibi,LaGrande,S21,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_021-20,Source,Whitefish
Chisasibi,LaGrande,S22,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_022-20,Source,Whitefish
Chisasibi,LaGrande,S23,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_023-20,Source,Whitefish
Chisasibi,LaGrande,S24,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_024-20,Source,Whitefish
Chisasibi,LaGrande,S25,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_025-20,Source,Whitefish
Chisasibi,LaGrande,S26,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_026-20,Source,Whitefish
Chisasibi,LaGrande,S27,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_027-20,Source,Whitefish
Chisasibi,LaGrande,S28,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_028-20,Source,Whitefish
Chisasibi,LaGrande,S29,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_029-20,Source,Whitefish
Chisasibi,LaGrande,S30,Whitefish,20-10-2020,53.839,-78.947616,coclLAGs_030-20,Source,Whitefish
Chisasibi,KaapsaouiRiver,2241,Whitefish,10-06-2021,54.324954,-79.463733,coclCHIm_2241-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2240,Whitefish,10-06-2021,54.324954,-79.463733,coclCHIm_2240-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2236,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2236-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2234,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2234-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2232,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2232-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2231,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2231-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2229,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2229-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2227,Whitefish,15-06-2021,54.324954,-79.463733,coclCHIm_2227-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2623,Whitefish,15-06-2021,54.324956,-79.463733,coclCHIm_2623-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2618,Whitefish,16-06-2021,54.324956,-79.463733,coclCHIm_2618-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2613,Whitefish,16-06-2021,54.324956,-79.463733,coclCHIm_2613-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2605,Whitefish,17-06-2021,54.324956,-79.463733,coclCHIm_2605-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2602,Whitefish,17-06-2021,54.324956,-79.463733,coclCHIm_2602-21,Mixed,Whitefish
Chisasibi,KaapsaouiRiver,2601,Whitefish,17-06-2021,54.324956,-79.463733,coclCHIm_2601-21,Mixed,Whitefish
Eastmain,JamesBay,101,Whitefish,12-07-2021,52.264913,-78.577624,coclEASm_101-21,Mixed,Whitefish
Eastmain,JamesBay,102,Whitefish,12-07-2021,52.264913,-78.577624,coclEASm_102-21,Mixed,Whitefish
Eastmain,JamesBay,118,Whitefish,13-07-2021,52.264913,-78.577624,coclEASm_118-21,Mixed,Whitefish
Eastmain,JamesBay,124,Whitefish,13-07-2021,52.264913,-78.577624,coclEASm_124-21,Mixed,Whitefish
Eastmain,JamesBay,127,Whitefish,13-07-2021,52.264913,-78.577624,coclEASm_127-21,Mixed,Whitefish
Eastmain,JamesBay,173,Whitefish,13-07-2021,52.395776,-78.585771,coclEASm_173-21,Mixed,Whitefish
Eastmain,JamesBay,174,Whitefish,13-07-2021,52.395776,-78.585771,coclEASm_174-21,Mixed,Whitefish
Eastmain,JamesBay,281,Whitefish,14-07-2021,52.395776,-78.585771,coclEASm_281-21,Mixed,Whitefish
Eastmain,JamesBay,313,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_313-21,Mixed,Whitefish
Eastmain,JamesBay,352,Whitefish,14-07-2021,52.264913,-78.577624,coclEASm_352-21,Mixed,Whitefish
Eastmain,JamesBay,353,Whitefish,14-07-2021,52.264913,-78.577624,coclEASm_353-21,Mixed,Whitefish
Eastmain,JamesBay,390,Whitefish,14-07-2021,52.264913,-78.577624,coclEASm_390-21,Mixed,Whitefish
Eastmain,JamesBay,393,Whitefish,15-07-2021,52.264913,-78.577624,coclEASm_393-21,Mixed,Whitefish
Eastmain,JamesBay,394,Whitefish,15-07-2021,52.264913,-78.577624,coclEASm_394-21,Mixed,Whitefish
Eastmain,JamesBay,411,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_411-21,Mixed,Whitefish
Eastmain,JamesBay,412,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_412-21,Mixed,Whitefish
Eastmain,JamesBay,416,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_416-21,Mixed,Whitefish
Eastmain,JamesBay,424,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_424-21,Mixed,Whitefish
Eastmain,JamesBay,427,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_427-21,Mixed,Whitefish
Eastmain,JamesBay,431,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_431-21,Mixed,Whitefish
Eastmain,JamesBay,436,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_436-21,Mixed,Whitefish
Eastmain,JamesBay,439,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_439-21,Mixed,Whitefish
Eastmain,JamesBay,441,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_441-21,Mixed,Whitefish
Eastmain,JamesBay,446,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_446-21,Mixed,Whitefish
Eastmain,JamesBay,447,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_447-21,Mixed,Whitefish
Eastmain,JamesBay,452,Whitefish,17-07-2021,52.395776,-78.585771,coclEASm_452-21,Mixed,Whitefish
Waskaganish,RupertBay,2912,Whitefish,18-06-2021,51.39016,-78.96594,coclWASm_2912-21,Mixed,Whitefish
Waskaganish,JamesBay,3136,Whitefish,16-07-2021,51.955761,-78.872863,coclWASm_3136-21,Mixed,Whitefish
Chisasibi,RogganRiver,2001,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2001-21,Source,Whitefish
Chisasibi,RogganRiver,2004,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2004-21,Source,Whitefish
Chisasibi,RogganRiver,2007,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2007-21,Source,Whitefish
Chisasibi,RogganRiver,2008,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2008-21,Source,Whitefish
Chisasibi,RogganRiver,2010,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2010-21,Source,Whitefish
Chisasibi,RogganRiver,2012,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2012-21,Source,Whitefish
Chisasibi,RogganRiver,2013,Whitefish,18-06-2021,54.406767,-79.507696,coclROGs_2013-21,Source,Whitefish
Chisasibi,RogganRiver,2016,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2016-21,Source,Whitefish
Chisasibi,RogganRiver,2017,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2017-21,Source,Whitefish
Chisasibi,RogganRiver,2019,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2019-21,Source,Whitefish
Chisasibi,RogganRiver,2020,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2020-21,Source,Whitefish
Chisasibi,RogganRiver,2021,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2021-21,Source,Whitefish
Chisasibi,RogganRiver,2022,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2022-21,Source,Whitefish
Chisasibi,RogganRiver,2023,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2023-21,Source,Whitefish
Chisasibi,RogganRiver,2151,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2151-21,Source,Whitefish
Chisasibi,RogganRiver,2152,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2152-21,Source,Whitefish
Chisasibi,RogganRiver,2153,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2153-21,Source,Whitefish
Chisasibi,RogganRiver,2154,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2154-21,Source,Whitefish
Chisasibi,RogganRiver,2155,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2155-21,Source,Whitefish
Chisasibi,RogganRiver,2156,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2156-21,Source,Whitefish
Chisasibi,RogganRiver,2157,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2157-21,Source,Whitefish
Chisasibi,RogganRiver,2158,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2158-21,Source,Whitefish
Chisasibi,RogganRiver,2159,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2159-21,Source,Whitefish
Chisasibi,RogganRiver,2160,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2160-21,Source,Whitefish
Chisasibi,RogganRiver,2161,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2161-21,Source,Whitefish
Chisasibi,RogganRiver,2162,Whitefish,22-06-2021,54.406767,-79.507696,coclROGs_2162-21,Source,Whitefish
Chisasibi,RogganRiver,2163,Whitefish,23-06-2021,54.406767,-79.507696,coclROGs_2163-21,Source,Whitefish
Chisasibi,RogganRiver,2165,Whitefish,23-06-2021,54.406767,-79.507696,coclROGs_2165-21,Source,Whitefish
Chisasibi,RogganRiver,2173,Whitefish,23-06-2021,54.406767,-79.507696,coclROGs_2173-21,Source,Whitefish
Chisasibi,RogganRiver,2174,Whitefish,23-06-2021,54.406767,-79.507696,coclROGs_2174-21,Source,Whitefish
Chisasibi,RogganRiver,2175,Whitefish,23-06-2021,54.406767,-79.507696,coclROGs_2175-21,Source,Whitefish
Chisasibi,BeaverRiver,2176,Whitefish,26-07-2021,53.406114,-79.025822,coclBEAs_2176-21,Source,Whitefish
Waskaganish,Upichun,3239,Whitefish,23-07-2021,51.955761,-78.872863,coclWASm_3239-21,Mixed,Whitefish
Waskaganish,Upichun,3266,Whitefish,23-07-2021,51.955761,-78.872863,coclWASm_3266-21,Mixed,Whitefish
Chisasibi,Biagadwshi,2794,Whitefish,18-08-2021,54.018825,-79.086647,coclBIAs_2794-21,Source,Whitefish
Chisasibi,Biagadwshi,2797,Whitefish,19-08-2021,54.018825,-79.086647,coclBIAs_2797-21,Source,Whitefish
Chisasibi,Biagadwshi,2785,Whitefish,20-08-2021,54.018825,-79.086647,coclBIAs_2785-21,Source,Whitefish
Chisasibi,LaGrandeRiver,1877,Whitefish,28-07-2021,53.843409,-79.053399,coclLAGs_1877-21,Source,Whitefish
Chisasibi,LaGrandeRiver,1878,Whitefish,29-07-2021,53.843409,-79.053399,coclLAGs_1878-21,Source,Whitefish
Chisasibi,LaGrandeRiver,1879,Whitefish,31-07-2021,53.843409,-79.053399,coclLAGs_1879-21,Source,Whitefish
Chisasibi,LaGrandeRiver,1881,Whitefish,31-07-2021,53.843409,-79.053399,coclLAGs_1881-21,Source,Whitefish
