community,river.name,sample_number,species,date,latitude,longitude,fishes_id,stock_clean,species_clean
Waskaganish,Rupert Bay,3709,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3709-22,Mixed,Cisco
Waskaganish,Rupert Bay,3710,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3710-22,Mixed,Cisco
Waskaganish,Rupert Bay,3711,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3711-22,Mixed,Cisco
Waskaganish,Rupert Bay,3712,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3712-22,Mixed,Cisco
Waskaganish,Rupert Bay,3713,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3713-22,Mixed,Cisco
Waskaganish,Rupert Bay,3714,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3714-22,Mixed,Cisco
Waskaganish,Rupert Bay,3715,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3715-22,Mixed,Cisco
Waskaganish,Rupert Bay,3716,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3716-22,Mixed,Cisco
Waskaganish,Rupert Bay,3717,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3717-22,Mixed,Cisco
Waskaganish,Rupert Bay,3718,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3718-22,Mixed,Cisco
Waskaganish,Rupert Bay,3719,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3719-22,Mixed,Cisco
Waskaganish,Rupert Bay,3720,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3720-22,Mixed,Cisco
Waskaganish,Rupert Bay,3722,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3722-22,Mixed,Cisco
Waskaganish,Rupert Bay,3723,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3723-22,Mixed,Cisco
Waskaganish,Rupert Bay,3724,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3724-22,Mixed,Cisco
Waskaganish,Rupert Bay,3725,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3725-22,Mixed,Cisco
Waskaganish,Rupert Bay,3817,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3817-22,Mixed,Cisco
Waskaganish,Rupert Bay,3818,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3818-22,Mixed,Cisco
Waskaganish,Rupert Bay,3819,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3819-22,Mixed,Cisco
Waskaganish,Rupert Bay,3820,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3820-22,Mixed,Cisco
Waskaganish,Rupert Bay,3821,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3821-22,Mixed,Cisco
Waskaganish,Rupert Bay,3822,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3822-22,Mixed,Cisco
Waskaganish,Rupert Bay,3823,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3823-22,Mixed,Cisco
Waskaganish,Rupert Bay,3824,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3824-22,Mixed,Cisco
Waskaganish,Rupert Bay,3825,cisco,07-08-2022,51.300805,-78.923716,coarWASm_3825-22,Mixed,Cisco
Waskaganish,Rupert Bay,3826,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3826-22,Mixed,Cisco
Waskaganish,Rupert Bay,3827,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3827-22,Mixed,Cisco
Waskaganish,Rupert Bay,3828,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3828-22,Mixed,Cisco
Waskaganish,Rupert Bay,3829,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3829-22,Mixed,Cisco
Waskaganish,Rupert Bay,3830,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3830-22,Mixed,Cisco
Waskaganish,Rupert Bay,3831,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3831-22,Mixed,Cisco
Waskaganish,Rupert Bay,3832,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3832-22,Mixed,Cisco
Waskaganish,Rupert Bay,3833,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3833-22,Mixed,Cisco
Waskaganish,Rupert Bay,3834,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3834-22,Mixed,Cisco
Waskaganish,Rupert Bay,3835,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3835-22,Mixed,Cisco
Waskaganish,Rupert Bay,3836,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3836-22,Mixed,Cisco
Waskaganish,Rupert Bay,3838,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3838-22,Mixed,Cisco
Waskaganish,Rupert Bay,3839,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3839-22,Mixed,Cisco
Waskaganish,Rupert Bay,3840,cisco,12-08-2022,51.298731,-78.923267,coarWASm_3840-22,Mixed,Cisco
Waskaganish,Rupert Bay,3841,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3841-22,Mixed,Cisco
Waskaganish,Rupert Bay,3842,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3842-22,Mixed,Cisco
Waskaganish,Rupert Bay,3843,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3843-22,Mixed,Cisco
Waskaganish,Rupert Bay,3844,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3844-22,Mixed,Cisco
Waskaganish,Rupert Bay,3845,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3845-22,Mixed,Cisco
Waskaganish,Rupert Bay,3846,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3846-22,Mixed,Cisco
Waskaganish,Rupert Bay,3847,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3847-22,Mixed,Cisco
Waskaganish,Rupert Bay,3848,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3848-22,Mixed,Cisco
Waskaganish,Rupert Bay,3849,cisco,16-08-2022,51.298731,-78.923267,coarWASm_3849-22,Mixed,Cisco
Waskaganish,Rupert Bay,3951,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3951-22,Mixed,Cisco
Waskaganish,Rupert Bay,3952,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3952-22,Mixed,Cisco
Waskaganish,Rupert Bay,3953,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3953-22,Mixed,Cisco
Waskaganish,Rupert Bay,3954,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3954-22,Mixed,Cisco
Waskaganish,Rupert Bay,3955,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3955-22,Mixed,Cisco
Waskaganish,Rupert Bay,3956,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3956-22,Mixed,Cisco
Waskaganish,Rupert Bay,3957,cisco,17-08-2022,51.298731,-78.293267,coarWASm_3957-22,Mixed,Cisco
Waskaganish,Rupert Bay,3958,cisco,18-08-2022,51.298731,-78.293267,coarWASm_3958-22,Mixed,Cisco
Waskaganish,Rupert Bay,3959,cisco,18-08-2022,51.298731,-78.293267,coarWASm_3959-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1076,cisco,05-08-2022,52.983365,-78.942004,coarWEMm_1076-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1078,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1078-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1079,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1079-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1080,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1080-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1081,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1081-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1082,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1082-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1083,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1083-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1084,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1084-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1085,cisco,09-08-2022,52.983365,-78.942004,coarWEMm_1085-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1086,cisco,10-08-2022,52.983365,-78.942004,coarWEMm_1086-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1087,cisco,10-08-2022,52.983365,-78.942004,coarWEMm_1087-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1088,cisco,10-08-2022,52.983365,-78.942004,coarWEMm_1088-22,Mixed,Cisco
Wemindji,Maaishiipaau-Waayau,1089,cisco,10-08-2022,52.983365,-78.942004,coarWEMm_1089-22,Mixed,Cisco
Wemindji,First Point,1090,Cisco,23-08-2022,52.983408,-78.901603,coarWEMm_1090-22,Mixed,Cisco
Wemindji,First Point,1091,Cisco,23-08-2022,52.983408,-78.901603,coarWEMm_1091-22,Mixed,Cisco
Wemindji,First Point,1092,Cisco,23-08-2022,52.983408,-78.901603,coarWEMm_1092-22,Mixed,Cisco
Wemindji,Second Point,1093,Cisco,23-08-2022,52.989387,-78.93899,coarWEMm_1093-22,Mixed,Cisco
Wemindji,Second Point,1094,Cisco,23-08-2022,52.989387,-78.93899,coarWEMm_1094-22,Mixed,Cisco
Wemindji,Point One,1095,Cisco,24-08-2022,52.983408,-78.901603,coarWEMm_1095-22,Mixed,Cisco
Wemindji,Point Two,1096,Cisco,24-08-2022,52.989387,-78.93899,coarWEMm_1096-22,Mixed,Cisco
Wemindji,Point Two,1097,Cisco,24-08-2022,52.989387,-78.93899,coarWEMm_1097-22,Mixed,Cisco
Wemindji,Point Two,1098,Cisco,24-08-2022,52.989387,-78.93899,coarWEMm_1098-22,Mixed,Cisco
Wemindji,Point Two,1099,Cisco,24-08-2022,52.989387,-78.93899,coarWEMm_1099-22,Mixed,Cisco
Wemindji,Point Two,1100,Cisco,24-08-2022,52.989387,-78.93899,coarWEMm_1100-22,Mixed,Cisco
Eastmain,Eastmain River/Fishing River Opening,638,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_638-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,643,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_643-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,645,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_645-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,646,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_646-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,647,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_647-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,649,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_649-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,650,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_650-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,685,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_685-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,686,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_686-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,687,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_687-22,Source,Cisco
Eastmain,Eastmain River/Fishing River Opening,689,Cisco,22-03-2022,52.25548,-78.44465,coarEASs_689-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,704,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_704-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,705,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_705-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,706,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_706-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,708,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_708-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,710,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_710-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,711,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_711-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,712,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_712-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,713,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_713-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,714,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_714-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,715,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_715-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,716,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_716-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,717,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_717-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,718,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_718-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,720,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_720-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,722,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_722-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,723,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_723-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,724,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_724-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,728,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_728-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,729,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_729-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,731,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_731-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,732,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_732-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,733,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_733-22,Source,Cisco
Eastmain,Eastmain River/Fishing River,734,Cisco,28-03-2022,52.257035,-78.436755,coarEASs_734-22,Source,Cisco
Chisasibi,Beaver River Area,4901,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4901-21,Mixed,Cisco
Chisasibi,Beaver River Area,4902,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4902-21,Mixed,Cisco
Chisasibi,Beaver River Area,4903,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4903-21,Mixed,Cisco
Chisasibi,Beaver River Area,4904,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4904-21,Mixed,Cisco
Chisasibi,Beaver River Area,4905,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4905-21,Mixed,Cisco
Chisasibi,Beaver River Area,4906,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4906-21,Mixed,Cisco
Chisasibi,Beaver River Area,4907,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4907-21,Mixed,Cisco
Chisasibi,Beaver River Area,4908,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4908-21,Mixed,Cisco
Chisasibi,Beaver River Area,4909,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4909-21,Mixed,Cisco
Chisasibi,Beaver River Area,4910,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4910-21,Mixed,Cisco
Chisasibi,Beaver River Area,4911,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4911-21,Mixed,Cisco
Chisasibi,Beaver River Area,4912,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4912-21,Mixed,Cisco
Chisasibi,Beaver River Area,4913,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4913-21,Mixed,Cisco
Chisasibi,Beaver River Area,4914,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4914-21,Mixed,Cisco
Chisasibi,Beaver River Area,4915,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4915-21,Mixed,Cisco
Chisasibi,Beaver River Area,4916,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4916-21,Mixed,Cisco
Chisasibi,Beaver River Area,4917,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4917-21,Mixed,Cisco
Chisasibi,Beaver River Area,4918,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4918-21,Mixed,Cisco
Chisasibi,Beaver River Area,4919,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4919-21,Mixed,Cisco
Chisasibi,Beaver River Area,4920,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4920-21,Mixed,Cisco
Chisasibi,Beaver River Area,4921,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4921-21,Mixed,Cisco
Chisasibi,Beaver River Area,4922,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4922-21,Mixed,Cisco
Chisasibi,Beaver River Area,4923,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4923-21,Mixed,Cisco
Chisasibi,Beaver River Area,4924,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4924-21,Mixed,Cisco
Chisasibi,Beaver River Area,4925,Cisco,23-08-2021,53.40821,-79.038759,coarCHIm_4925-21,Mixed,Cisco
Chisasibi,Beaver River Area,4976,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4976-21,Mixed,Cisco
Chisasibi,Beaver River Area,4977,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4977-21,Mixed,Cisco
Chisasibi,Beaver River Area,4978,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4978-21,Mixed,Cisco
Chisasibi,Beaver River Area,4979,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4979-21,Mixed,Cisco
Chisasibi,Beaver River Area,4980,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4980-21,Mixed,Cisco
Chisasibi,Beaver River Area,4981,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4981-21,Mixed,Cisco
Chisasibi,Beaver River Area,4982,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4982-21,Mixed,Cisco
Chisasibi,Beaver River Area,4983,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4983-21,Mixed,Cisco
Chisasibi,Beaver River Area,4984,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4984-21,Mixed,Cisco
Chisasibi,Beaver River Area,4985,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4985-21,Mixed,Cisco
Chisasibi,Beaver River Area,4986,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4986-21,Mixed,Cisco
Chisasibi,Beaver River Area,4987,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4987-21,Mixed,Cisco
Chisasibi,Beaver River Area,4988,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4988-21,Mixed,Cisco
Chisasibi,Beaver River Area,4989,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4989-21,Mixed,Cisco
Chisasibi,Beaver River Area,4990,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4990-21,Mixed,Cisco
Chisasibi,Beaver River Area,4991,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4991-21,Mixed,Cisco
Chisasibi,Beaver River Area,4992,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4992-21,Mixed,Cisco
Chisasibi,Beaver River Area,4993,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4993-21,Mixed,Cisco
Chisasibi,Beaver River Area,4994,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4994-21,Mixed,Cisco
Chisasibi,Beaver River Area,4995,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4995-21,Mixed,Cisco
Chisasibi,Beaver River Area,4996,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4996-21,Mixed,Cisco
Chisasibi,Beaver River Area,4997,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4997-21,Mixed,Cisco
Chisasibi,Beaver River Area,4998,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4998-21,Mixed,Cisco
Chisasibi,Beaver River Area,4999,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_4999-21,Mixed,Cisco
Chisasibi,Beaver River Area,5000,Cisco,24-08-2021,53.40647,-79.033438,coarCHIm_5000-21,Mixed,Cisco
Chisasibi,Beaver River Area,5026,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5026-21,Mixed,Cisco
Chisasibi,Beaver River Area,5027,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5027-21,Mixed,Cisco
Chisasibi,Beaver River Area,5028,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5028-21,Mixed,Cisco
Chisasibi,Beaver River Area,5029,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5029-21,Mixed,Cisco
Chisasibi,Beaver River Area,5030,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5030-21,Mixed,Cisco
Chisasibi,Beaver River Area,5031,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5031-21,Mixed,Cisco
Chisasibi,Beaver River Area,5032,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5032-21,Mixed,Cisco
Chisasibi,Beaver River Area,5033,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5033-21,Mixed,Cisco
Chisasibi,Beaver River Area,5034,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5034-21,Mixed,Cisco
Chisasibi,Beaver River Area,5035,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5035-21,Mixed,Cisco
Chisasibi,Beaver River Area,5036,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5036-21,Mixed,Cisco
Chisasibi,Beaver River Area,5037,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5037-21,Mixed,Cisco
Chisasibi,Beaver River Area,5038,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5038-21,Mixed,Cisco
Chisasibi,Beaver River Area,5039,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5039-21,Mixed,Cisco
Chisasibi,Beaver River Area,5040,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5040-21,Mixed,Cisco
Chisasibi,Beaver River Area,5041,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5041-21,Mixed,Cisco
Chisasibi,Beaver River Area,5042,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5042-21,Mixed,Cisco
Chisasibi,Beaver River Area,5043,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5043-21,Mixed,Cisco
Chisasibi,Beaver River Area,5044,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5044-21,Mixed,Cisco
Chisasibi,Beaver River Area,5045,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5045-21,Mixed,Cisco
Chisasibi,Beaver River Area,5046,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5046-21,Mixed,Cisco
Chisasibi,Beaver River Area,5047,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5047-21,Mixed,Cisco
Chisasibi,Beaver River Area,5048,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5048-21,Mixed,Cisco
Chisasibi,Beaver River Area,5049,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5049-21,Mixed,Cisco
Chisasibi,Beaver River Area,5050,Cisco,25-08-2021,53.40821,-79.038759,coarCHIm_5050-21,Mixed,Cisco
Chisasibi,Beaver River Area,5076,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5076-21,Mixed,Cisco
Chisasibi,Beaver River Area,5077,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5077-21,Mixed,Cisco
Chisasibi,Beaver River Area,5078,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5078-21,Mixed,Cisco
Chisasibi,Beaver River Area,5079,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5079-21,Mixed,Cisco
Chisasibi,Beaver River Area,5080,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5080-21,Mixed,Cisco
Chisasibi,Beaver River Area,5081,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5081-21,Mixed,Cisco
Chisasibi,Beaver River Area,5082,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5082-21,Mixed,Cisco
Chisasibi,Beaver River Area,5083,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5083-21,Mixed,Cisco
Chisasibi,Beaver River Area,5084,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5084-21,Mixed,Cisco
Chisasibi,Beaver River Area,5085,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5085-21,Mixed,Cisco
Chisasibi,Beaver River Area,5086,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5086-21,Mixed,Cisco
Chisasibi,Beaver River Area,5087,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5087-21,Mixed,Cisco
Chisasibi,Beaver River Area,5088,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5088-21,Mixed,Cisco
Chisasibi,Beaver River Area,5089,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5089-21,Mixed,Cisco
Chisasibi,Beaver River Area,5090,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5090-21,Mixed,Cisco
Chisasibi,Beaver River Area,5091,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5091-21,Mixed,Cisco
Chisasibi,Beaver River Area,5092,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5092-21,Mixed,Cisco
Chisasibi,Beaver River Area,5093,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5093-21,Mixed,Cisco
Chisasibi,Beaver River Area,5094,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5094-21,Mixed,Cisco
Chisasibi,Beaver River Area,5095,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5095-21,Mixed,Cisco
Chisasibi,Beaver River Area,5096,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5096-21,Mixed,Cisco
Chisasibi,Beaver River Area,5097,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5097-21,Mixed,Cisco
Chisasibi,Beaver River Area,5098,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5098-21,Mixed,Cisco
Chisasibi,Beaver River Area,5099,Cisco,24-08-2021,53.40821,-79.038759,coarCHIm_5099-21,Mixed,Cisco
Wemindji,Waapishuchish North,1276,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1276-22,Mixed,Cisco
Wemindji,Waapishuchish North,1277,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1277-22,Mixed,Cisco
Wemindji,Waapishuchish North,1278,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1278-22,Mixed,Cisco
Wemindji,Waapishuchish North,1279,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1279-22,Mixed,Cisco
Wemindji,Waapishuchish North,1280,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1280-22,Mixed,Cisco
Wemindji,Waapishuchish North,1281,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1281-22,Mixed,Cisco
Wemindji,Waapishuchish North,1282,Cisco,29-08-2022,53.146537,-78.944478,coarWEMm_1282-22,Mixed,Cisco
Wemindji,Waapishuchish South,1283,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1283-22,Mixed,Cisco
Wemindji,Waapishuchish South,1284,Cisco,29-08-2022,53.146212,-78.942229,coarWEMm_1284-22,Mixed,Cisco
